I_Q,I_D,V_Q,V_D,is_startup
2.51219,0.927381,1.48151,-0.599076,0
2.20735,1.00451,1.51656,-0.697624,0
1.72805,0.872289,1.622,-0.749144,0
1.39933,0.613357,1.72983,-0.757531,0
1.20835,0.319533,1.83048,-0.734767,0
1.21753,0.251586,1.89578,-0.744651,0
1.12755,-0.00367279,1.98624,-0.700619,0
1.14775,-0.0808015,2.05573,-0.68085,0
1.09082,-0.172621,2.14349,-0.650297,0
1.201,-0.343406,2.19352,-0.591887,0
1.17346,-0.534392,2.269,-0.514007,0
1.29466,-0.697831,2.30944,-0.426842,0
1.53339,-0.90718,2.26241,-0.313916,0
1.64908,-1.1,2.25792,-0.187511,0
1.66745,-0.980636,2.2681,-0.124308,0
1.91536,-0.79516,2.21808,-0.0880641,0
2.22755,-0.444408,2.13091,-0.11023,0
2.54892,0.0293824,2.01439,-0.193202,0
2.64992,0.150585,1.92723,-0.22675,0
2.73623,0.0422371,1.83497,-0.212073,0
2.80969,0.00550919,1.73852,-0.206082,0
2.77663,-0.117529,1.66333,-0.17523,0
2.68298,0.0532555,1.60612,-0.208778,0
2.68114,0.323206,1.53363,-0.282165,0
2.69216,0.554592,1.45785,-0.369031,0
2.40935,0.819033,1.45635,-0.483454,0
2.09166,0.936562,1.48751,-0.5835,0
1.69867,0.90718,1.56568,-0.655389,0
1.2965,0.787814,1.67891,-0.702117,0
1.16978,0.370952,1.75619,-0.662877,0
1.05409,0.00550919,1.84156,-0.601173,0
1.02838,-0.027546,1.91405,-0.593085,0
1.09817,0.156094,1.96407,-0.637716,0
1.08531,0.0238732,2.02907,-0.617348,0
1.09817,-0.113857,2.08898,-0.584099,0
1.24508,0.0679467,2.11324,-0.620942,0
1.23773,-0.0477463,2.16476,-0.596979,0
1.32588,-0.572956,2.19202,-0.458892,0
1.59216,-0.864943,2.16656,-0.335482,0
1.60134,-1.00635,2.18423,-0.225552,0
1.84925,-0.846579,2.1399,-0.180921,0
2.25693,-0.4995,2.03356,-0.197695,0
2.40935,-0.325042,1.96048,-0.199492,0
2.60585,-0.0367279,1.86133,-0.245621,0
2.68665,0.0385643,1.77476,-0.261497,0
2.72705,-0.0826379,1.69209,-0.233939,0
2.68665,0.00550919,1.62619,-0.249515,0
2.64441,0.0459099,1.56449,-0.260298,0
2.58748,0.350752,1.50997,-0.342072,0
2.80601,-0.0587647,1.65854,-0.218663,0
2.71603,0.0348915,1.60942,-0.237534,0
2.74358,0.370952,1.53843,-0.326197,0
2.63707,0.560101,1.49889,-0.406473,0
2.5379,0.853925,1.46684,-0.528984,0
2.29733,0.929217,1.47882,-0.620942,0
1.80701,0.982472,1.57557,-0.713799,0
1.45443,0.70334,1.67891,-0.72608,0
1.2414,0.38748,1.77656,-0.705412,0
1.19549,0.262605,1.84965,-0.70631,0
1.11469,0.0679467,1.93531,-0.679052,0
1.10551,-0.0440735,2.0099,-0.655988,0
1.00818,-0.121202,2.10725,-0.632924,0
1.01002,-0.358097,2.18812,-0.561933,0
1.12938,-0.415026,2.23845,-0.517002,0
1.22304,-0.589483,2.28547,-0.436726,0
1.42504,-0.868616,2.29656,-0.315713,0
1.59032,-1.07613,2.30015,-0.188709,0
1.77763,-1.00451,2.2699,-0.115023,0
1.9172,-0.863107,2.24504,-0.0658983,0
2.16695,-0.576629,2.18034,-0.0655988,0
2.47546,-0.176294,2.07939,-0.118617,0
2.68665,0.141403,1.97725,-0.184815,0
2.79132,0.222204,1.88379,-0.217465,0
2.896,0.134057,1.78195,-0.21387,0
2.84642,-0.0348915,1.71006,-0.182119,0
2.82254,-0.0312187,1.63638,-0.180322,0
2.72521,0.24975,1.58306,-0.249216,0
2.7546,0.506846,1.50578,-0.336381,0
2.6389,0.70334,1.46324,-0.429238,0
2.28631,0.997164,1.4908,-0.564329,0
1.92822,1.03756,1.54981,-0.659583,0
1.56645,0.808015,1.64057,-0.689237,0
1.23406,0.560101,1.75439,-0.694928,0
1.16244,0.196494,1.82958,-0.649698,0
1.14224,-0.0550919,1.89847,-0.602071,0
1.21569,0.0550919,1.9446,-0.625735,0
1.14958,-0.018364,2.02038,-0.611357,0
1.11837,-0.167112,2.09257,-0.572117,0
1.19366,-0.0808015,2.1405,-0.579905,0
1.32221,0.0293824,2.16806,-0.600873,0
1.28915,-0.303006,2.22647,-0.5185,0
1.56277,-0.762105,2.20909,-0.375321,0
1.65276,-1.00451,2.21538,-0.248616,0
1.83089,-0.947581,2.19142,-0.177926,0
2.17429,-0.707013,2.11024,-0.158755,0
2.48832,-0.369116,2.0072,-0.184815,0
2.6591,-0.146912,1.91375,-0.209976,0
2.7546,0.0844743,1.85534,-0.256704,0
2.78765,-0.0514191,1.78465,-0.228847,0
2.84825,-0.0348915,1.70437,-0.228847,0
2.86662,0.0789651,1.62919,-0.254907,0
2.7601,0.13773,1.58486,-0.276773,0
2.73807,0.490318,1.52764,-0.378316,0
2.6187,0.76945,1.49739,-0.491542,0
2.46995,0.897998,1.48481,-0.58979,0
1.97413,1.05409,1.57347,-0.70631,0
1.64174,0.817197,1.66274,-0.735366,0
1.37179,0.56561,1.76398,-0.740757,0
1.13122,0.29566,1.8811,-0.720089,0
1.29282,0.22955,1.91555,-0.728177,0
1.1808,-0.0569283,2.0066,-0.674559,0
1.07429,-0.11202,2.10545,-0.655689,0
1.17529,-0.279132,2.16057,-0.603569,0
1.10918,-0.466445,2.24953,-0.53168,0
1.30384,-0.583974,2.27769,-0.462187,0
1.44157,-0.732722,2.30375,-0.374422,0
1.55176,-1.02655,2.32531,-0.236934,0
1.73723,-1.07062,2.31782,-0.138387,0
1.98515,-0.920035,2.27888,-0.0856678,0
2.13573,-0.692322,2.24414,-0.0655988,0
2.49383,-0.290151,2.14289,-0.109331,0
2.72154,0.0495827,2.04495,-0.171336,0
2.91253,0.18364,1.93651,-0.209976,0
2.96578,0.143239,1.84725,-0.215068,0
2.997,0.0514191,1.75919,-0.203985,0
2.96027,-0.108347,1.6855,-0.167442,0
2.88682,0.167112,1.62469,-0.228547,0
2.84825,0.334224,1.59833,-0.28546,0
2.92171,0.697831,1.52225,-0.406773,0
2.68114,0.969618,1.51956,-0.535873,0
2.28264,1.12571,1.57797,-0.658085,0
1.81436,1.04675,1.6879,-0.733868,0
1.57563,0.705176,1.77926,-0.735366,0
1.48565,0.297496,1.85294,-0.691633,0
1.34241,0.00550919,1.9476,-0.642509,0
1.37362,-0.0146912,2.0105,-0.637417,0
1.35342,0.132221,2.08329,-0.67396,0
1.34424,0.0018364,2.15518,-0.652094,0
1.42321,-0.167112,2.2055,-0.608961,0
1.42872,0.0569283,2.2675,-0.651795,0
1.56094,-0.190985,2.29716,-0.593385,0
1.77029,-0.650085,2.29566,-0.459791,0
1.93189,-0.976963,2.28817,-0.320805,0
2.08431,-1.00635,2.2699,-0.230045,0
2.2606,-0.817197,2.23186,-0.192902,0
2.6793,-0.481136,2.11743,-0.209077,0
2.98047,-0.187312,1.99732,-0.243225,0
3.05209,-0.0789651,1.90985,-0.255206,0
3.03006,-0.0312187,1.84066,-0.260598,0
3.06127,-0.0569283,1.75949,-0.251312,0
