TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
1784488, -0.00734559, 0.130384, 0.00179723, -0.0338478
1784489, 0.0202004, 0.0128548, -0.00479261, -0.0146774
1784490, 0.0202004, -0.0202004, -0.00658983, -0.00718891
1784491, 0.0202004, 0.0459099, -0.00838706, -0.0227649
1784492, -0.00734559, -0.00367279, -0.00299538, -0.0134792
1784493, 0.0202004, 0.0128548, -0.00928568, -0.0176727
1784494, 0.0202004, -0.0202004, -0.0110829, -0.0101843
1784495, 0.0202004, 0.0128548, -0.0128801, -0.0170737
1784496, -0.0367279, 0.0808015, 0, -0.0353455
1784497, 0.0202004, 0.0459099, -0.0113824, -0.0335482
1784498, 0.0202004, -0.0532555, -0.0131797, -0.0119815
1784499, 0.0202004, 0.0128548, -0.0149769, -0.0245621
1784500, -0.00734559, -0.00367279, -0.00928568, -0.0212672
1784501, 0.0202004, 0.0128548, -0.0158755, -0.0251612
1784502, -0.00734559, 0.0624375, -0.0104838, -0.0389399
1784503, 0.0495827, -0.0367279, -0.0245621, -0.0188709
1784504, -0.0367279, 0.0459099, -0.00688937, -0.0371427
1784505, -0.00734559, 0.0293824, -0.0110829, -0.0365436
1784506, 0.0495827, -0.0367279, -0.0251612, -0.0221658
1784507, 0.0202004, -0.0202004, -0.0218663, -0.023364
1784508, -0.00734559, -0.00367279, -0.016175, -0.0257603
1784509, -0.00734559, -0.0367279, -0.015576, -0.0170737
1784510, -0.0367279, 0.0459099, -0.00778799, -0.0350459
1784511, 0.0202004, -0.0202004, -0.0191704, -0.0221658
1784512, -0.00734559, -0.0367279, -0.0137787, -0.016175
1784513, -0.00734559, 0.0293824, -0.0128801, -0.0296543
1784514, -0.0367279, 0.0128548, -0.00509214, -0.0281566
1784515, -0.0367279, -0.0202004, -0.000299538, -0.0206681
1784516, 0.0202004, 0.0128548, -0.0113824, -0.0275575
1784517, -0.00734559, -0.0716195, -0.00569122, -0.00718891
1784518, -0.00734559, -0.00367279, -0.00449307, -0.0182718
1784519, 0.0202004, 0.0459099, -0.0104838, -0.0308524
1784520, -0.00734559, -0.00367279, -0.00449307, -0.0218663
1784521, -0.00734559, -0.00367279, -0.00359446, -0.0215667
1784522, -0.00734559, 0.0293824, -0.0023963, -0.0296543
1784523, -0.00734559, -0.00367279, -0.00119815, -0.0236635
1784524, 0.0202004, 0.0128548, -0.00748845, -0.027857
1784525, 0.0495827, -0.104675, -0.016175, 0.00119815
1784526, 0.0495827, 0.0293824, -0.020069, -0.023963
1784527, 0.0202004, 0.0128548, -0.016175, -0.0224653
1784528, -0.00734559, -0.00367279, -0.0101843, -0.0191704
1784529, -0.00734559, 0.0293824, -0.00928568, -0.027258
1784530, -0.00734559, -0.0716195, -0.00808752, -0.00419353
1784531, 0.108347, -0.0716195, -0.0365436, 0.00209677
1784532, -0.0367279, 0.0808015, -0.00808752, -0.0305529
1784533, -0.00734559, 0.0293824, -0.0119815, -0.0245621
1784534, -0.00734559, -0.00367279, -0.0110829, -0.0185714
1784535, -0.00734559, 0.0624375, -0.00988475, -0.0350459
1784536, 0.0202004, 0.0128548, -0.0158755, -0.027857
1784537, 0.0202004, 0.0128548, -0.0173732, -0.0290552
1784538, -0.00734559, -0.00367279, -0.0113824, -0.0257603
1784539, -0.0367279, 0.0459099, -0.00269584, -0.0383409
1784540, 0.0202004, -0.0532555, -0.0137787, -0.0167741
1784541, -0.0367279, 0.0128548, -0.000299538, -0.0290552
1784542, -0.00734559, -0.00367279, -0.00419353, -0.0257603
1784543, -0.00734559, -0.00367279, -0.00329492, -0.0254607
1784544, -0.0367279, 0.0128548, 0.00539168, -0.0296543
1784545, 0.0495827, -0.104675, -0.0110829, -0.000599076
1784546, 0.0202004, 0.0459099, -0.00688937, -0.0302533
1784547, 0.0495827, -0.0367279, -0.0149769, -0.0131797
1784548, -0.00734559, 0.0624375, -0.00359446, -0.0350459
1784549, -0.0367279, 0.0128548, 0.00569122, -0.027857
