TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
1020421, 0.0202004, 0.113857, -0.00539168, -0.0293547
1020422, -0.00734559, -0.00367279, 0, -0.00898614
1020423, -0.00734559, 0.0624375, 0.000599076, -0.0257603
1020424, -0.0661103, 0.0293824, 0.016175, -0.0224653
1020425, 0.0495827, -0.0367279, -0.00778799, -0.00808752
1020426, -0.00734559, 0.0293824, 0.00269584, -0.0218663
1020427, -0.0367279, 0.0128548, 0.0104838, -0.020069
1020428, 0.0789651, -0.0202004, -0.015576, -0.0128801
1020429, -0.0367279, 0.0459099, 0.00688937, -0.0281566
1020430, 0.0202004, -0.0202004, -0.00449307, -0.0149769
1020431, 0.0202004, -0.0202004, -0.00599076, -0.0131797
1020432, -0.00734559, 0.0293824, -0.000599076, -0.0242626
1020433, 0.0202004, -0.0532555, -0.00718891, -0.00569122
1020434, 0.0202004, 0.0459099, -0.00898614, -0.0266589
1020435, -0.00734559, 0.0293824, -0.00359446, -0.0260598
1020436, 0.0202004, 0.0128548, -0.00988475, -0.0245621
1020437, -0.0367279, 0.0128548, 0.00269584, -0.0254607
1020438, 0.0202004, -0.0532555, -0.0086866, -0.00958521
1020439, 0.0495827, -0.0367279, -0.0179723, -0.00958521
1020440, -0.0367279, 0.0808015, 0, -0.0362441
1020441, -0.00734559, -0.0716195, -0.00419353, -0.00419353
1020442, 0.0202004, -0.0202004, -0.0107834, -0.0113824
1020443, -0.00734559, 0.0293824, -0.00539168, -0.0221658
1020444, 0.0202004, 0.0128548, -0.0119815, -0.0206681
1020445, -0.0367279, 0.0128548, 0.000898614, -0.0215667
1020446, -0.00734559, 0.0293824, -0.00329492, -0.0269584
1020447, 0.0202004, -0.0202004, -0.00838706, -0.0167741
1020448, 0.0202004, 0.0459099, -0.00958521, -0.0320506
1020449, -0.00734559, 0.0293824, -0.00389399, -0.0314515
1020450, -0.0367279, -0.0202004, 0.00479261, -0.0212672
1020451, -0.00734559, -0.00367279, 0.000898614, -0.0236635
1020452, 0.0495827, -0.0367279, -0.0128801, -0.0152764
1020453, -0.0367279, 0.0459099, 0.00569122, -0.0332487
1020454, 0.0202004, 0.0459099, -0.00539168, -0.0371427
1020455, 0.0202004, -0.0532555, -0.00658983, -0.015576
1020456, 0.0495827, -0.00367279, -0.015576, -0.0236635
1020457, -0.00734559, -0.00367279, -0.00449307, -0.023364
1020458, 0.0495827, -0.0367279, -0.0179723, -0.0146774
1020459, -0.00734559, 0.0624375, -0.00718891, -0.0368432
1020460, -0.00734559, 0.0293824, -0.00599076, -0.0335482
1020461, -0.0367279, -0.0202004, 0.00269584, -0.0236635
1020462, 0.0202004, 0.0128548, -0.00838706, -0.0302533
1020463, 0.0202004, -0.0202004, -0.00958521, -0.0230644
1020464, 0.0202004, 0.0459099, -0.0110829, -0.0383409
1020465, -0.00734559, -0.0367279, -0.00509214, -0.0209677
1020466, 0.0495827, -0.104675, -0.0188709, -0.000599076
1020467, -0.0367279, 0.0808015, -0.000299538, -0.0386404
1020468, -0.00734559, 0.0293824, -0.00419353, -0.0326496
1020469, -0.00734559, -0.0367279, -0.00299538, -0.0182718
1020470, 0.0495827, 0.0293824, -0.0167741, -0.0320506
1020471, 0.0495827, -0.0716195, -0.0203686, -0.0086866
1020472, 0.0202004, 0.0128548, -0.0164746, -0.0242626
1020473, -0.0367279, 0.0459099, -0.00299538, -0.0338478
1020474, -0.00734559, -0.0367279, -0.00718891, -0.0167741
1020475, -0.00734559, 0.0293824, -0.00599076, -0.0302533
1020476, -0.00734559, 0.0624375, -0.00479261, -0.0413362
1020477, 0.0202004, -0.0532555, -0.00928568, -0.0170737
1020478, -0.00734559, 0.0293824, -0.00269584, -0.0335482
1020479, -0.00734559, -0.00367279, -0.000898614, -0.0275575
1020480, 0.0495827, -0.104675, -0.0137787, -0.00149769
1020481, -0.0367279, 0.0808015, 0.00539168, -0.0398385
1020482, 0.0495827, -0.00367279, -0.0125806, -0.0251612
1020483, 0.0495827, -0.0367279, -0.015576, -0.0167741
1020484, 0.0202004, -0.0532555, -0.0113824, -0.00928568
1020485, 0.0202004, -0.0202004, -0.0119815, -0.0131797
1020486, -0.00734559, -0.00367279, -0.00569122, -0.015576
1020487, -0.00734559, 0.0624375, -0.00389399, -0.0320506
1020488, 0.0202004, -0.0532555, -0.00928568, -0.00778799
1020489, 0.0202004, 0.0808015, -0.00988475, -0.0374422
1020490, 0.0202004, -0.0202004, -0.0104838, -0.0188709
1020491, -0.00734559, -0.00367279, -0.00419353, -0.0212672
1020492, 0.0202004, -0.0202004, -0.00958521, -0.0167741
1020493, 0.0202004, 0.0128548, -0.0101843, -0.023364
1020494, 0.0202004, -0.0202004, -0.0107834, -0.016175
1020495, -0.00734559, -0.00367279, -0.00419353, -0.0185714
1020496, 0.0495827, -0.0367279, -0.0167741, -0.00988475
1020497, -0.00734559, 0.0293824, -0.00569122, -0.0236635
1020498, -0.00734559, 0.0293824, -0.00389399, -0.0260598
1020499, 0.0202004, 0.0128548, -0.00928568, -0.0245621
1020500, -0.00734559, 0.0624375, -0.00269584, -0.0380413
1020501, -0.00734559, -0.00367279, -0.00119815, -0.0263593
1020502, 0.0495827, -0.00367279, -0.0137787, -0.0260598
