I_Q,I_D,V_Q,V_D,is_startup
-0.0128548,0.0367279,0.00958521,-0.0260598,1
0.0440735,-0.0642739,-0.00389399,-0.00359446,1
-0.0716195,0.0367279,0.0218663,-0.0236635,1
-0.0128548,0.0367279,0.0131797,-0.0269584,1
-0.0128548,0.0018364,0.0140783,-0.0212672,1
-0.0422371,-0.0128548,0.0227649,-0.0176727,1
0.0146912,-0.0128548,0.011682,-0.0164746,1
0.0146912,-0.0128548,0.0104838,-0.0152764,1
-0.0422371,-0.0128548,0.023963,-0.0143778,1
0.0146912,-0.0459099,0.0128801,-0.00479261,1
0.0440735,-0.0642739,0.00389399,0.00389399,1
-0.0422371,-0.0128548,0.0224653,-0.00389399,1
0.0146912,-0.0128548,0.0113824,-0.00269584,1
-0.0422371,0.0532555,0.0248616,-0.0185714,1
-0.0128548,0.0697831,0.0209677,-0.027258,1
-0.0128548,-0.0293824,0.0218663,-0.00808752,1
-0.0128548,0.0018364,0.0230644,-0.0134792,1
0.0440735,-0.0642739,0.0110829,0.00329492,1
-0.0128548,-0.0293824,0.0221658,-0.000299538,1
-0.0422371,0.0532555,0.0314515,-0.0188709,1
0.0440735,-0.0293824,0.0134792,-0.00209677,1
0.0146912,-0.0459099,0.0173732,0.00479261,1
-0.0128548,0.0367279,0.0236635,-0.0125806,1
-0.0128548,0.0018364,0.0254607,-0.00688937,1
0.0146912,-0.0128548,0.0197695,-0.00329492,1
0.0146912,0.0202004,0.0188709,-0.0104838,1
0.0440735,-0.0293824,0.0107834,0.000299538,1
-0.0128548,0.0367279,0.0221658,-0.0140783,1
-0.0128548,-0.0293824,0.0236635,-0.000299538,1
0.0440735,0.0018364,0.0107834,-0.00599076,1
-0.0128548,-0.0293824,0.0218663,0.00209677,1
-0.0128548,0.0018364,0.023364,-0.00359446,1
0.0440735,-0.0642739,0.0104838,0.0131797,1
-0.0128548,0.0367279,0.0218663,-0.00688937,1
0.0146912,0.0202004,0.016175,-0.00599076,1
0.0146912,0.0202004,0.0152764,-0.00778799,1
0.0146912,-0.0128548,0.0146774,-0.000898614,1
0.0440735,0.0018364,0.00658983,-0.00359446,1
-0.0128548,0.0018364,0.0176727,-0.00389399,1
-0.0422371,0.0202004,0.0269584,-0.0086866,1
0.0734559,-0.0459099,0.00119815,0.00658983,1
0.0146912,0.0202004,0.0104838,-0.0062903,1
-0.0422371,0.0202004,0.0242626,-0.00808752,1
-0.0128548,0.0367279,0.0209677,-0.0140783,1
-0.0422371,0.0532555,0.0299538,-0.0215667,1
-0.0128548,0.0018364,0.0263593,-0.0128801,1
-0.0128548,-0.0642739,0.0281566,0.00389399,1
0.0440735,0.0018364,0.0170737,-0.00748845,1
-0.0128548,0.0367279,0.0287556,-0.0164746,1
0.0146912,0.0202004,0.0236635,-0.015576,1
-0.0128548,0.0018364,0.0308524,-0.0125806,1
-0.0128548,0.0367279,0.0329492,-0.0215667,1
0.0146912,0.0202004,0.0281566,-0.0203686,1
0.0440735,-0.0293824,0.0206681,-0.00958521,1
0.0734559,-0.0808015,0.0101843,0.00599076,1
-0.0128548,0.0367279,0.027258,-0.0167741,1
-0.0128548,0.0018364,0.0293547,-0.0113824,1
-0.0128548,-0.0293824,0.0314515,-0.00359446,1
-0.0422371,0.0532555,0.0413362,-0.0221658,1
0.0440735,-0.097329,0.023963,0.0119815,1
0.0146912,-0.0128548,0.0287556,-0.00119815,1
-0.0422371,0.0532555,0.0431335,-0.0173732,1
0.0440735,0.0018364,0.0257603,-0.0086866,1
-0.0128548,0.0018364,0.0377418,-0.00898614,1
0.0146912,-0.0128548,0.0326496,-0.00509214,1
0.0440735,0.0018364,0.0251612,-0.00808752,1
0.0440735,0.0018364,0.0224653,-0.00808752,1
0.0146912,0.0202004,0.027258,-0.0128801,1
0.0146912,-0.0459099,0.0269584,0.0023963,1
0.0146912,-0.0459099,0.0269584,0.0062903,1
0.0146912,0.0202004,0.0266589,-0.00658983,1
-0.0128548,0.0367279,0.0338478,-0.0125806,1
0.0146912,0.0202004,0.0287556,-0.011682,1
0.0146912,-0.0128548,0.0287556,-0.00479261,1
0.0146912,-0.0459099,0.0284561,0.00479261,1
0.0440735,0.0018364,0.0209677,-0.00359446,1
-0.0128548,0.0367279,0.0329492,-0.0125806,1
0.0440735,-0.0642739,0.0218663,0.00988475,1
-0.0128548,0.0018364,0.0341473,-0.00149769,1
0.0440735,0.0018364,0.0224653,-0.00179723,1
-0.0422371,0.0881471,0.0422348,-0.023963,1
0.0734559,-0.113857,0.0176727,0.0203686,1
0.0146912,0.0202004,0.0281566,-0.00419353,1
-0.0128548,-0.0293824,0.0353455,0.00658983,1
0.0146912,-0.0808015,0.0311519,0.0221658,1
0.0440735,0.0697831,0.023963,-0.00928568,1
-0.0128548,0.0367279,0.0362441,-0.00658983,1
0.0734559,0.0202004,0.0167741,-0.00569122,1
0.0146912,0.0202004,0.027258,-0.00748845,1
-0.0128548,0.0018364,0.0344469,-0.00449307,1
0.0146912,-0.0128548,0.0302533,-0.000599076,1
0.0734559,-0.0128548,0.015576,0.000299538,1
0.0146912,-0.0459099,0.0260598,0.00988475,1
-0.0128548,0.0367279,0.0329492,-0.00718891,1
0.0440735,0.0367279,0.0212672,-0.0104838,1
-0.0422371,0.0202004,0.0410367,-0.00928568,1
0.0440735,-0.0293824,0.0242626,0.00149769,1
0.0146912,-0.0459099,0.0296543,0.00838706,1
0.0146912,-0.0459099,0.0299538,0.0122811,1
-0.0128548,0.104675,0.0371427,-0.0224653,1
0.0146912,0.0202004,0.0329492,-0.00958521,1
0.0440735,0.0018364,0.0257603,-0.00688937,1
-0.0422371,0.0532555,0.0455298,-0.020069,1
0.0734559,-0.0459099,0.0209677,0.000898614,1
-0.0422371,0.0202004,0.0461288,-0.0122811,1
0.0146912,-0.0128548,0.0368432,-0.00539168,1
0.0734559,-0.0128548,0.0218663,-0.00419353,1
0.0440735,0.0367279,0.0266589,-0.0158755,1
-0.0128548,0.0018364,0.039539,-0.0101843,1
0.0146912,-0.0128548,0.0359446,-0.00658983,1
-0.0128548,0.0018364,0.0437325,-0.00928568,1
0.102838,-0.0293824,0.0176727,-0.00149769,1
0.0440735,0.0018364,0.0260598,-0.00688937,1
-0.0128548,0.0018364,0.0389399,-0.00718891,1
