I_Q,I_D,V_Q,V_D,is_startup
0.290151,0.134057,1.63638,-0.217764,0
0.148748,0.174458,1.66274,-0.23963,0
0.0716195,0.170785,1.6849,-0.253409,0
0.130384,-0.0312187,1.67891,-0.216566,0
0.165276,-0.156094,1.67382,-0.18182,0
0.264441,-0.176294,1.64926,-0.163248,0
0.220368,-0.167112,1.65285,-0.150967,0
0.242404,-0.0367279,1.64386,-0.169838,0
0.326879,0.0844743,1.61661,-0.197695,0
0.190985,0.134057,1.63847,-0.217465,0
0.185476,0.214858,1.63847,-0.249515,0
0.205676,0.20384,1.63278,-0.264792,0
0.13773,0.0202004,1.65944,-0.235437,0
0.200167,-0.0404007,1.65045,-0.221958,0
0.222204,-0.0697831,1.64686,-0.210875,0
0.262605,0.00550919,1.63638,-0.224054,0
0.257096,0.106511,1.63458,-0.250414,0
0.225877,0.238732,1.63937,-0.292948,0
0.0954926,0.0771287,1.67262,-0.27198,0
0.104675,0.117529,1.68071,-0.289054,0
0.110184,-0.018364,1.68939,-0.264492,0
0.106511,-0.0918199,1.69988,-0.243824,0
0.15793,-0.0367279,1.69658,-0.250414,0
0.189149,-0.0367279,1.69389,-0.247418,0
0.190985,0.0550919,1.69628,-0.267487,0
0.29566,0.128548,1.67232,-0.291151,0
0.145075,0.200167,1.70437,-0.320206,0
0.26995,0.0771287,1.67921,-0.305828,0
0.207513,0.0238732,1.69119,-0.298639,0
0.143239,-0.163439,1.70856,-0.25311,0
0.15793,-0.266278,1.71186,-0.212672,0
0.257096,-0.187312,1.69209,-0.210276,0
0.367279,-0.106511,1.66064,-0.215068,0
0.284642,-0.0165276,1.66962,-0.228847,0
0.213022,0.0734559,1.6825,-0.250414,0
0.15793,0.0477463,1.69748,-0.250114,0
0.113857,0.00918198,1.71396,-0.244423,0
0.141403,-0.121202,1.71605,-0.212073,0
0.0991654,-0.172621,1.73373,-0.188409,0
0.11202,-0.192822,1.74121,-0.16864,0
0.235059,-0.0330551,1.71905,-0.192902,0
0.209349,-0.0220368,1.72474,-0.192902,0
0.244241,0.148748,1.71156,-0.234538,0
0.233222,0.145075,1.71096,-0.24652,0
0.220368,0.0844743,1.71126,-0.243524,0
0.225877,0.0826379,1.70856,-0.249815,0
0.235059,-0.242404,1.70407,-0.174032,0
0.279132,-0.268114,1.68999,-0.146774,0
0.317697,-0.165276,1.67382,-0.150368,0
0.266278,0.0330551,1.63787,-0.214769,0
0.319533,0.101002,1.6199,-0.235137,0
0.24975,0.321369,1.62859,-0.299837,0
0.161603,0.179967,1.64806,-0.29145,0
0.0606011,0.150585,1.67801,-0.298939,0
0.126711,0.0679467,1.67442,-0.290851,0
0.150585,-0.0606011,1.67562,-0.263593,0
0.181803,-0.0642739,1.67262,-0.257603,0
0.198331,0.0257096,1.67142,-0.275275,0
0.279132,-0.0348915,1.65195,-0.262096,0
0.207513,0.128548,1.66453,-0.300736,0
0.181803,0.187312,1.67142,-0.326496,0
0.225877,0.110184,1.66303,-0.322902,0
0.0716195,0.0238732,1.70138,-0.310022,0
0.205676,-0.159767,1.67921,-0.265391,0
0.218531,-0.253423,1.67621,-0.227649,0
0.244241,-0.258932,1.66932,-0.204584,0
0.304842,-0.143239,1.65105,-0.212372,0
0.227713,-0.027546,1.65375,-0.229746,0
0.130384,0.0348915,1.67442,-0.243225,0
0.170785,0.101002,1.66783,-0.263294,0
0.0954926,-0.0202004,1.6873,-0.240828,0
0.115693,-0.0367279,1.68909,-0.234838,0
0.0734559,-0.150585,1.70527,-0.202787,0
0.0771287,-0.205676,1.71306,-0.175829,0
0.200167,-0.0844743,1.68999,-0.189008,0
0.179967,-0.0422371,1.69299,-0.192603,0
0.20384,0.0330551,1.6867,-0.208179,0
0.185476,0.214858,1.68909,-0.257902,0
0.161603,-0.0018364,1.69449,-0.22046,0
0.145075,-0.0679467,1.69988,-0.203686,0
0.179967,-0.135893,1.69359,-0.180322,0
0.290151,-0.209349,1.66513,-0.150069,0
0.264441,-0.0954926,1.66184,-0.161151,0
0.334224,-0.0330551,1.63668,-0.169239,0
0.336061,0.00918198,1.6229,-0.177326,0
0.165276,0.257096,1.65285,-0.241428,0
0.134057,0.0954926,1.66184,-0.221958,0
0.196494,-0.0385643,1.64926,-0.195898,0
0.141403,-0.135893,1.66154,-0.167442,0
0.22404,-0.192822,1.64356,-0.141382,0
0.187312,-0.152421,1.64896,-0.135391,0
0.238732,-0.0808015,1.63488,-0.140783,0
0.271787,0.0348915,1.6211,-0.163248,0
0.198331,0.124875,1.63158,-0.189308,0
0.284642,0.213022,1.60792,-0.222557,0
0.202004,0.22404,1.6196,-0.243524,0
0.156094,0.159767,1.62919,-0.245921,0
0.143239,-0.027546,1.64806,-0.211773,0
0.194658,-0.0569283,1.64177,-0.201889,0
0.225877,-0.0532555,1.63727,-0.197995,0
0.262605,0.0587647,1.62799,-0.222257,0
0.273623,0.178131,1.6223,-0.257603,0
0.124875,0.0954926,1.65644,-0.251911,0
0.130384,0.225877,1.66423,-0.293248,0
0.128548,0.0624375,1.67292,-0.270483,0
0.143239,-0.00734559,1.67801,-0.257902,0
0.143239,0.0110184,1.6852,-0.262395,0
0.218531,-0.0367279,1.67322,-0.251013,0
0.222204,0.0257096,1.67352,-0.263593,0
0.247914,0.0385643,1.66723,-0.268985,0
0.253423,0.159767,1.66453,-0.303432,0
0.0752923,0.190985,1.70767,-0.324999,0
0.0459099,0.141403,1.72863,-0.328593,0
0.0918199,-0.0569283,1.73253,-0.289953,0
0.154257,-0.242404,1.72803,-0.237833,0
0.290151,-0.279132,1.69988,-0.207879,0
0.299333,-0.154257,1.69239,-0.215967,0
0.314024,-0.0477463,1.6825,-0.229746,0
0.301169,0.0918199,1.67891,-0.261796,0
0.108347,0.110184,1.72174,-0.274077,0
0.113857,0.00367279,1.73073,-0.256404,0
0.198331,-0.0679467,1.71905,-0.238432,0
0.135893,-0.143239,1.73792,-0.213271,0
0.167112,-0.181803,1.73762,-0.191105,0
0.260768,-0.0661103,1.71905,-0.205183,0
0.264441,-0.0679467,1.71545,-0.199193,0
0.258932,0.0679467,1.71396,-0.227948,0
0.24975,0.0991654,1.70976,-0.242027,0
0.18364,0.0202004,1.72324,-0.230045,0
0.214858,0.0991654,1.71785,-0.252211,0
0.20384,-0.0808015,1.72055,-0.214769,0
0.273623,-0.251586,1.70347,-0.163847,0
0.282805,-0.159767,1.69598,-0.166244,0
0.330551,-0.0752923,1.67801,-0.174032,0
0.363607,0.018364,1.65944,-0.191405,0
