TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
23989277, 0.0146912, 0.0918199, -0.00419353, -0.023963
23989278, -0.0422371, -0.0752923, 0.00928568, 0.0110829
23989279, 0.0146912, -0.0752923, -0.00179723, 0.0173732
23989280, 0.0440735, 0.0404007, -0.0104838, -0.00539168
23989281, 0.0440735, -0.0587647, -0.0143778, 0.016175
23989282, -0.0422371, 0.0238732, 0.00419353, 0.000299538
23989283, 0.0146912, -0.00918198, -0.00688937, 0.00658983
23989284, 0.0440735, -0.0587647, -0.0158755, 0.020069
23989285, -0.0128548, -0.0257096, -0.00479261, 0.0164746
23989286, 0.0146912, -0.0422371, -0.0107834, 0.0230644
23989287, 0.0146912, -0.0752923, -0.0119815, 0.0350459
23989288, 0.0440735, -0.0257096, -0.0209677, 0.0287556
23989289, -0.0128548, 0.0404007, -0.00988475, 0.0140783
23989290, -0.0128548, -0.0257096, -0.00898614, 0.0275575
23989291, 0.0146912, 0.0238732, -0.0149769, 0.0170737
23989292, 0.0440735, -0.0587647, -0.0236635, 0.0362441
23989293, -0.0422371, 0.0238732, -0.00509214, 0.020069
23989294, 0.0146912, 0.0238732, -0.016175, 0.0179723
23989295, 0.0146912, -0.00918198, -0.0176727, 0.0245621
23989296, -0.0128548, 0.00734559, -0.011682, 0.0209677
23989297, 0.0734559, -0.0422371, -0.0326496, 0.0332487
23989298, 0.0146912, 0.0238732, -0.023963, 0.0197695
23989299, -0.0716195, 0.0752923, -0.00329492, 0.00449307
23989300, 0.0146912, -0.0422371, -0.0191704, 0.0281566
23989301, 0.0734559, -0.00918198, -0.0353455, 0.023364
23989302, 0.0440735, -0.0587647, -0.0341473, 0.0368432
23989303, -0.0422371, -0.00918198, -0.0143778, 0.0290552
23989304, -0.0422371, 0.0569283, -0.0101843, 0.0128801
23989305, 0.0146912, 0.0569283, -0.0209677, 0.00808752
23989306, -0.0128548, 0.00734559, -0.0143778, 0.0158755
23989307, -0.0422371, 0.0238732, -0.00539168, 0.0110829
23989308, 0.0146912, -0.00918198, -0.0158755, 0.0176727
23989309, 0.0440735, -0.0257096, -0.023963, 0.0224653
23989310, 0.0146912, -0.00918198, -0.020069, 0.0206681
23989311, 0.0440735, -0.0587647, -0.0281566, 0.0338478
23989312, -0.0128548, 0.00734559, -0.0170737, 0.0218663
23989313, 0.0146912, -0.00918198, -0.0224653, 0.0257603
23989314, 0.0440735, -0.0257096, -0.0305529, 0.0305529
23989315, -0.0128548, 0.0404007, -0.01947, 0.016175
23989316, 0.0146912, -0.0422371, -0.0251612, 0.0338478
23989317, -0.0128548, -0.0257096, -0.0188709, 0.0329492
23989318, 0.0146912, -0.00918198, -0.0242626, 0.0311519
23989319, 0.0146912, -0.00918198, -0.0251612, 0.031751
23989320, -0.0422371, 0.0238732, -0.0110829, 0.023963
23989321, -0.0422371, 0.0569283, -0.00718891, 0.0134792
23989322, 0.0440735, -0.0587647, -0.0251612, 0.0383409
23989323, -0.0128548, 0.0404007, -0.0137787, 0.0182718
23989324, 0.0146912, -0.0422371, -0.01947, 0.0359446
23989325, 0.0146912, -0.00918198, -0.0203686, 0.0308524
23989326, -0.0422371, 0.0238732, -0.0062903, 0.0230644
23989327, -0.0128548, 0.00734559, -0.00988475, 0.0251612
23989328, 0.0440735, -0.0587647, -0.0227649, 0.0416358
23989329, -0.0422371, 0.0569283, -0.00389399, 0.0170737
23989330, -0.0422371, 0.0238732, 0, 0.0206681
23989331, 0.0146912, -0.0422371, -0.0104838, 0.035645
23989332, 0.0146912, -0.00918198, -0.0113824, 0.0308524
23989333, 0.0440735, -0.0587647, -0.0176727, 0.0440321
23989334, -0.0128548, 0.0752923, -0.00569122, 0.0149769
23989335, -0.0422371, 0.0918199, 0.00389399, 0.00419353
23989336, 0.0146912, -0.00918198, -0.00599076, 0.0221658
23989337, 0.0146912, -0.00918198, -0.0062903, 0.0230644
23989338, 0.0146912, -0.00918198, -0.0062903, 0.023963
23989339, 0.0440735, -0.0257096, -0.0137787, 0.0287556
23989340, -0.0128548, 0.0404007, -0.00209677, 0.0140783
23989341, 0.0440735, -0.0587647, -0.0143778, 0.0359446
23989342, -0.0422371, 0.0569283, 0.00509214, 0.0113824
23989343, 0.0146912, -0.00918198, -0.00509214, 0.0236635
23989344, 0.0734559, -0.0422371, -0.020069, 0.0329492
23989345, -0.0128548, 0.00734559, -0.00329492, 0.0236635
23989346, -0.0422371, 0.0569283, 0.00658983, 0.0101843
23989347, 0.0734559, -0.0752923, -0.0182718, 0.0392395
23989348, 0.0440735, 0.0404007, -0.0158755, 0.016175
23989349, 0.0146912, 0.0238732, -0.0110829, 0.0167741
23989350, 0.0440735, 0.00734559, -0.0185714, 0.0188709
23989351, -0.0128548, 0.0752923, -0.00688937, 0.00119815
23989352, 0.0146912, -0.0422371, -0.0119815, 0.0248616
23989353, -0.0422371, 0.0918199, 0.00269584, -0.00599076
23989354, 0.0146912, -0.00918198, -0.00718891, 0.0122811
23989355, 0.0440735, -0.0936562, -0.0146774, 0.0344469
23989356, 0.0440735, -0.0257096, -0.0173732, 0.0248616
23989357, 0.0146912, 0.0569283, -0.0128801, 0.00599076
23989358, -0.0128548, -0.0257096, -0.00569122, 0.0224653
23989359, -0.0422371, -0.00918198, 0.00389399, 0.0203686
23989360, -0.0128548, 0.00734559, 0.00119815, 0.0167741
23989361, 0.0146912, -0.00918198, -0.00389399, 0.0206681
23989362, -0.0422371, 0.0238732, 0.0107834, 0.0128801
23989363, 0.0146912, -0.00918198, 0.0023963, 0.01947
23989364, -0.0422371, 0.0238732, 0.0170737, 0.011682
23989365, -0.0128548, 0.00734559, 0.0146774, 0.0137787
23989366, 0.0440735, -0.0257096, 0.00299538, 0.0215667
23989367, -0.0128548, 0.0404007, 0.0149769, 0.00688937
23989368, 0.0734559, -0.00918198, -0.00419353, 0.016175
23989369, 0.0440735, 0.00734559, -0.00149769, 0.0125806
23989370, -0.0128548, 0.108347, 0.0107834, -0.0137787
23989371, 0.0146912, -0.0422371, 0.00658983, 0.015576
23989372, 0.0146912, -0.00918198, 0.00688937, 0.0107834
23989373, 0.0440735, 0.0404007, -0.000299538, -0.00119815
23989374, 0.0734559, -0.0422371, -0.0101843, 0.0164746
23989375, 0.0146912, -0.00918198, 0.000599076, 0.011682
23989376, 0.0146912, 0.0238732, 0.000898614, 0.00389399
23989377, 0.0440735, -0.0257096, -0.00658983, 0.0143778
23989378, 0.0146912, -0.00918198, -0.00119815, 0.0125806
23989379, -0.0128548, 0.0752923, 0.00599076, -0.00808752
23989380, 0.0146912, -0.00918198, 0.00179723, 0.00688937
23989381, -0.0128548, 0.00734559, 0.00898614, 0.00329492
23989382, 0.0734559, -0.0422371, -0.0104838, 0.015576
23989383, 0.0146912, 0.0238732, 0, 0.00209677
23989384, -0.0128548, 0.0752923, 0.00718891, -0.0128801
23989385, 0.0440735, -0.0257096, -0.00449307, 0.0062903
23989386, -0.0128548, 0.0404007, 0.00778799, -0.00808752
