TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
21956666, 0.0734559, 0.0569283, -0.0188709, -0.0149769
21956667, -0.0128548, -0.0257096, -0.00329492, 0.00149769
21956668, -0.0128548, -0.0257096, -0.00209677, 0.00359446
21956669, 0.0440735, -0.0257096, -0.0158755, 0.00569122
21956670, 0.0146912, -0.00918198, -0.0119815, 0.00389399
21956671, 0.0146912, -0.00918198, -0.0131797, 0.00449307
21956672, 0.0440735, -0.0587647, -0.0218663, 0.0179723
21956673, 0.0146912, -0.00918198, -0.0182718, 0.0104838
21956674, -0.0422371, -0.00918198, -0.00479261, 0.0110829
21956675, 0.0146912, -0.0752923, -0.0158755, 0.0287556
21956676, 0.0440735, -0.0257096, -0.0245621, 0.0224653
21956677, 0.0440735, -0.0257096, -0.0284561, 0.0245621
21956678, 0.0146912, -0.00918198, -0.0245621, 0.0227649
21956679, -0.0128548, 0.0404007, -0.0185714, 0.0110829
21956680, 0.0146912, -0.00918198, -0.0248616, 0.020069
21956681, 0.0146912, 0.0569283, -0.0260598, 0.00389399
21956682, -0.0128548, 0.0404007, -0.020069, 0.00329492
21956683, 0.0440735, -0.0257096, -0.0338478, 0.0167741
21956684, -0.0128548, -0.0257096, -0.0227649, 0.0188709
21956685, -0.0128548, -0.0257096, -0.0215667, 0.0209677
21956686, 0.0146912, -0.00918198, -0.0275575, 0.0191704
21956687, -0.0128548, 0.00734559, -0.0218663, 0.015576
21956688, -0.0128548, 0.00734559, -0.0206681, 0.0149769
21956689, -0.0128548, 0.00734559, -0.0197695, 0.0143778
21956690, -0.0422371, 0.0238732, -0.0110829, 0.00958521
21956691, -0.0128548, 0.00734559, -0.0149769, 0.011682
21956692, 0.0146912, -0.00918198, -0.0209677, 0.0152764
21956693, 0.0440735, -0.0936562, -0.0281566, 0.0377418
21956694, -0.0128548, 0.0404007, -0.0170737, 0.011682
21956695, -0.0128548, 0.0404007, -0.015576, 0.00808752
21956696, -0.0128548, -0.0257096, -0.0137787, 0.0212672
21956697, -0.0422371, 0.0238732, -0.00479261, 0.0110829
21956698, -0.0128548, 0.0404007, -0.00838706, 0.00479261
21956699, 0.0146912, 0.0238732, -0.0137787, 0.00539168
21956700, -0.0128548, 0.00734559, -0.00748845, 0.00748845
21956701, 0.0440735, 0.0404007, -0.0203686, -0.00119815
21956702, 0.0146912, -0.00918198, -0.0164746, 0.00778799
21956703, 0.0146912, 0.0569283, -0.0170737, -0.00838706
21956704, 0.0146912, -0.0752923, -0.0179723, 0.0206681
21956705, 0.0440735, -0.0587647, -0.0260598, 0.0227649
21956706, -0.0128548, -0.0257096, -0.0146774, 0.01947
21956707, -0.0128548, 0.00734559, -0.0131797, 0.0131797
21956708, 0.0146912, 0.0238732, -0.0188709, 0.00838706
21956709, -0.0128548, -0.0257096, -0.0125806, 0.0188709
21956710, -0.0128548, 0.0404007, -0.0107834, 0.00449307
21956711, 0.0440735, -0.0257096, -0.0236635, 0.0176727
21956712, -0.0422371, 0.0238732, -0.00509214, 0.00718891
21956713, 0.0440735, -0.0587647, -0.0230644, 0.0263593
21956714, -0.0128548, 0.00734559, -0.0119815, 0.0143778
21956715, 0.0146912, -0.00918198, -0.0173732, 0.0179723
21956716, -0.0128548, 0.00734559, -0.0110829, 0.0143778
21956717, 0.0146912, 0.0238732, -0.0167741, 0.00958521
21956718, 0.0440735, 0.00734559, -0.0248616, 0.011682
21956719, -0.0128548, 0.00734559, -0.0134792, 0.0110829
21956720, -0.0422371, 0.0238732, -0.00449307, 0.00658983
21956721, 0.0146912, -0.00918198, -0.0149769, 0.0128801
21956722, -0.0128548, -0.0257096, -0.0086866, 0.0176727
21956723, 0.0440735, -0.0936562, -0.0197695, 0.0374422
21956724, -0.0128548, 0.0404007, -0.00808752, 0.0113824
21956725, -0.0422371, 0.0238732, 0.00179723, 0.0119815
21956726, 0.0146912, 0.0918199, -0.00838706, -0.00748845
21956727, 0.0440735, -0.0257096, -0.015576, 0.0146774
21956728, 0.0146912, -0.00918198, -0.0110829, 0.0128801
21956729, 0.0440735, -0.0936562, -0.0185714, 0.0350459
21956730, -0.0422371, 0.0238732, 0.000898614, 0.0128801
21956731, 0.0440735, 0.00734559, -0.0164746, 0.0149769
21956732, 0.0146912, 0.0238732, -0.0119815, 0.0104838
21956733, -0.0128548, 0.00734559, -0.00479261, 0.0122811
21956734, -0.0422371, 0.0918199, 0.00479261, -0.00988475
