I_Q,I_D,V_Q,V_D,is_startup
-0.0220368,0.0,-0.0023963,0.00119815,1
0.0348915,-0.0661103,-0.0149769,0.0179723,1
0.00550919,-0.0165276,-0.0104838,0.0110829,1
-0.0514191,0.0844743,0.00359446,-0.0134792,1
0.0348915,0.0330551,-0.0140783,-0.00748845,1
0.0348915,0.0,-0.0170737,-0.00179723,1
-0.0220368,-0.0330551,-0.00539168,0.00658983,1
0.00550919,0.0165276,-0.0107834,-0.00329492,1
0.123039,-0.0844743,-0.0410367,0.0212672,1
-0.0220368,0.0,-0.0146774,0.00688937,1
-0.0220368,0.0,-0.0125806,0.00688937,1
-0.0220368,0.0330551,-0.0107834,-0.00149769,1
0.00550919,0.0165276,-0.016175,-0.000299538,1
0.0642739,-0.0495827,-0.0314515,0.0152764,1
-0.0808015,0.0679467,0.0,-0.0104838,1
-0.0220368,0.0,-0.00808752,0.00119815,1
0.00550919,-0.0165276,-0.011682,0.00509214,1
0.00550919,0.0495827,-0.011682,-0.0104838,1
0.00550919,-0.0165276,-0.011682,0.0023963,1
-0.0220368,0.0330551,-0.00479261,-0.0086866,1
-0.0220368,0.0,-0.0023963,-0.00299538,1
0.0642739,-0.0844743,-0.0221658,0.0185714,1
-0.0220368,0.0330551,-0.00509214,-0.00449307,1
0.00550919,0.0165276,-0.00958521,-0.00299538,1
0.00550919,0.0165276,-0.00958521,-0.00449307,1
0.00550919,-0.0165276,-0.00958521,0.00269584,1
0.0348915,0.0,-0.0170737,0.0,1
-0.0514191,0.0495827,0.0023963,-0.0131797,1
-0.0220368,0.101002,-0.000299538,-0.0302533,1
0.0642739,-0.0495827,-0.020069,-0.000299538,1
-0.0220368,0.0,-0.00299538,-0.0086866,1
-0.0220368,0.0,-0.000599076,-0.0086866,1
0.0642739,-0.0165276,-0.0203686,-0.00479261,1
-0.0220368,-0.0330551,-0.00329492,0.000898614,1
-0.0220368,0.0,-0.000898614,-0.00449307,1
0.0348915,0.0,-0.0131797,-0.00449307,1
0.00550919,-0.0165276,-0.00808752,-0.000299538,1
-0.0514191,0.0495827,0.00658983,-0.016175,1
0.0642739,-0.0165276,-0.0182718,-0.00329492,1
0.00550919,0.0495827,-0.00808752,-0.0188709,1
0.00550919,-0.0165276,-0.00808752,-0.00599076,1
0.00550919,0.0165276,-0.00808752,-0.0131797,1
0.00550919,-0.0165276,-0.00808752,-0.00599076,1
0.00550919,-0.0165276,-0.00808752,-0.00479261,1
-0.0514191,0.0165276,0.0062903,-0.011682,1
0.0348915,0.0,-0.0107834,-0.0086866,1
0.0642739,-0.0844743,-0.0191704,0.0128801,1
-0.0220368,0.0679467,-0.00149769,-0.0191704,1
0.00550919,0.0165276,-0.00539168,-0.011682,1
0.00550919,0.0165276,-0.00479261,-0.0131797,1
0.0348915,-0.0661103,-0.011682,0.00658983,1
0.00550919,0.0165276,-0.00599076,-0.00898614,1
-0.0220368,0.0679467,0.00149769,-0.023364,1
-0.0220368,0.0679467,0.00449307,-0.0290552,1
0.0642739,-0.0844743,-0.0146774,0.00419353,1
0.0348915,0.0,-0.0113824,-0.0101843,1
-0.0220368,0.0330551,0.00119815,-0.0188709,1
0.0642739,-0.0495827,-0.0179723,-0.000599076,1
-0.0220368,0.0330551,-0.000299538,-0.0173732,1
-0.0220368,-0.0330551,0.00269584,-0.00359446,1
0.00550919,-0.0165276,-0.00119815,-0.00479261,1
0.00550919,-0.0165276,-0.000599076,-0.00329492,1
0.0348915,0.0,-0.00748845,-0.00599076,1
0.00550919,-0.0165276,-0.00179723,-0.00209677,1
0.00550919,0.0844743,-0.00119815,-0.0266589,1
0.0642739,-0.0165276,-0.015576,-0.00778799,1
0.00550919,-0.0495827,-0.00479261,0.00209677,1
-0.0220368,0.0330551,0.00269584,-0.0146774,1
0.0348915,0.0,-0.00898614,-0.00898614,1
0.00550919,0.0495827,-0.00329492,-0.0218663,1
0.0642739,-0.0165276,-0.0176727,-0.00928568,1
-0.0220368,0.0,0.0,-0.0119815,1
-0.0514191,0.117529,0.0104838,-0.0419353,1
0.00550919,-0.0495827,0.00149769,-0.00928568,1
0.0642739,-0.0165276,-0.0131797,-0.0134792,1
0.0348915,-0.0330551,-0.00988475,-0.00808752,1
0.0348915,-0.0330551,-0.0104838,-0.00509214,1
0.00550919,0.0495827,-0.00419353,-0.0236635,1
-0.0220368,-0.0330551,0.00389399,-0.00658983,1
0.00550919,0.0165276,0.000299538,-0.0164746,1
0.00550919,0.0165276,0.00149769,-0.0179723,1
0.0348915,-0.0661103,-0.00509214,0.00179723,1
0.0348915,0.0,-0.0062903,-0.00928568,1
-0.0220368,0.0330551,0.00658983,-0.0176727,1
0.0642739,-0.0495827,-0.0119815,0.000599076,1
0.0642739,-0.0495827,-0.0158755,0.00479261,1
-0.0220368,0.0330551,0.00209677,-0.0119815,1
0.0348915,0.0,-0.0086866,-0.0062903,1
-0.0220368,0.0330551,0.00419353,-0.0149769,1
0.00550919,-0.0495827,0.000898614,0.00329492,1
0.0348915,-0.0661103,-0.00569122,0.011682,1
0.0348915,0.0330551,-0.00718891,-0.00778799,1
0.0348915,0.0,-0.00838706,-0.00209677,1
0.0348915,-0.0330551,-0.00988475,0.00599076,1
-0.0220368,0.0679467,0.00329492,-0.0167741,1
0.0936562,-0.134057,-0.0227649,0.0290552,1
-0.0514191,0.0495827,0.00778799,-0.00658983,1
0.00550919,0.0165276,-0.000599076,-0.0023963,1
0.0348915,0.0,-0.00718891,0.000599076,1
-0.0220368,0.0679467,0.00569122,-0.0167741,1
0.0642739,-0.0165276,-0.0128801,-0.00119815,1
0.0348915,0.0,-0.00898614,-0.00389399,1
-0.0514191,0.117529,0.011682,-0.0338478,1
0.0642739,-0.0165276,-0.0122811,-0.00958521,1
0.0348915,0.0,-0.00838706,-0.0122811,1
0.00550919,-0.0165276,-0.0023963,-0.00838706,1
0.0348915,-0.0330551,-0.00688937,-0.00269584,1
-0.0220368,0.0679467,0.00688937,-0.0254607,1
0.00550919,0.0165276,0.00389399,-0.0182718,1
0.0348915,-0.0330551,-0.00179723,-0.00718891,1
0.0348915,0.0,-0.00269584,-0.0125806,1
0.00550919,0.0165276,0.00419353,-0.0167741,1
0.0642739,-0.0165276,-0.00898614,-0.00988475,1
-0.0220368,0.0330551,0.00958521,-0.0209677,1
0.0642739,-0.0495827,-0.00838706,-0.00269584,1
-0.0514191,0.0495827,0.0176727,-0.023963,1
-0.0220368,0.0330551,0.0170737,-0.023963,1
0.0642739,-0.0844743,-0.000898614,0.00329492,1
0.00550919,0.0165276,0.0107834,-0.0152764,1
0.0348915,0.0,0.00479261,-0.0122811,1
0.0348915,0.0330551,0.00389399,-0.0209677,1
0.0348915,0.0,0.00329492,-0.0152764,1
0.00550919,-0.0165276,0.00988475,-0.0110829,1
0.0348915,0.0,0.00419353,-0.0137787,1
0.00550919,0.0844743,0.0110829,-0.035645,1
0.0642739,-0.0844743,-0.00209677,0.000599076,1
0.0348915,-0.0330551,0.00179723,-0.00569122,1
0.0642739,0.0495827,-0.0062903,-0.023963,1
0.00550919,-0.0495827,0.00539168,-0.00269584,1
0.0348915,0.0330551,-0.000599076,-0.01947,1
0.0348915,0.0,-0.00119815,-0.0137787,1
0.0936562,-0.0661103,-0.0170737,0.00299538,1
0.00550919,0.0165276,-0.000299538,-0.0125806,1
0.00550919,0.0165276,0.00149769,-0.0140783,1
0.00550919,0.0165276,0.00329492,-0.0152764,1
0.0642739,0.0495827,-0.00988475,-0.0251612,1
0.0936562,-0.134057,-0.01947,0.0176727,1
0.00550919,-0.0165276,-0.0023963,-0.00119815,1
0.0348915,0.0,-0.00778799,-0.00389399,1
-0.0220368,-0.0330551,0.00658983,0.00449307,1
-0.0514191,0.117529,0.0185714,-0.0311519,1
0.0348915,-0.0661103,0.00359446,0.00569122,1
0.00550919,-0.0165276,0.0107834,-0.00119815,1
0.0348915,0.0,0.00539168,-0.00389399,1
-0.0220368,0.0330551,0.0197695,-0.0122811,1
0.0348915,0.0,0.00958521,-0.00658983,1
0.0348915,0.0330551,0.00928568,-0.0152764,1
0.0642739,-0.0165276,0.00179723,-0.00539168,1
0.0348915,0.0330551,0.0062903,-0.0167741,1
-0.0220368,0.101002,0.0206681,-0.0368432,1
0.0348915,-0.0661103,0.0104838,-0.00269584,1
0.0348915,0.0679467,0.0101843,-0.0314515,1
0.00550919,-0.0495827,0.0173732,-0.00718891,1
0.0642739,-0.0165276,0.00449307,-0.0113824,1
-0.0220368,0.0679467,0.023963,-0.0314515,1
0.0348915,0.0,0.0137787,-0.0197695,1
0.0348915,-0.0330551,0.0134792,-0.011682,1
0.0642739,-0.0495827,0.00569122,-0.00449307,1
0.0642739,-0.0495827,0.00299538,-0.000299538,1
0.0642739,-0.0495827,0.0,0.00389399,1
0.00550919,0.0165276,0.0122811,-0.0086866,1
0.00550919,0.0165276,0.0143778,-0.0101843,1
-0.0220368,0.101002,0.0236635,-0.0332487,1
0.0642739,-0.0495827,0.0062903,-0.00329492,1
0.0348915,-0.101002,0.0107834,0.0140783,1
-0.0220368,0.0679467,0.0251612,-0.0203686,1
0.0348915,0.0,0.0170737,-0.0086866,1
0.0642739,0.0165276,0.00988475,-0.0131797,1
