I_Q,I_D,V_Q,V_D,is_startup
0.00550919,0.0495827,-0.00688937,-0.0134792,1
-0.0220368,0.0679467,-0.000299538,-0.0221658,1
0.0348915,-0.0661103,-0.0128801,0.0062903,1
0.00550919,0.0165276,-0.0086866,-0.00928568,1
0.00550919,-0.0165276,-0.00898614,-0.00209677,1
0.00550919,-0.0165276,-0.00958521,-0.000599076,1
-0.0514191,0.0495827,0.00479261,-0.0164746,1
0.00550919,-0.0165276,-0.00569122,-0.00359446,1
0.0936562,-0.0330551,-0.0284561,0.00209677,1
0.00550919,-0.0165276,-0.0140783,0.000599076,1
-0.0220368,0.0,-0.00748845,-0.00209677,1
0.00550919,-0.0165276,-0.0125806,0.00209677,1
-0.0220368,0.0330551,-0.00599076,-0.00898614,1
0.00550919,0.0165276,-0.0110829,-0.00778799,1
-0.0220368,0.0,-0.00449307,-0.00479261,1
0.0642739,-0.0165276,-0.0245621,-0.000599076,1
0.00550919,-0.0495827,-0.0134792,0.00928568,1
-0.0220368,0.0679467,-0.00688937,-0.0167741,1
-0.0220368,0.0,-0.00449307,-0.00509214,1
-0.0220368,-0.0330551,-0.00209677,0.00329492,1
-0.0808015,0.0679467,0.015576,-0.0197695,1
0.0348915,-0.0661103,-0.00688937,0.0086866,1
0.00550919,0.0165276,-0.00179723,-0.00688937,1
-0.0220368,0.0,0.00509214,-0.00389399,1
0.0642739,-0.0165276,-0.0146774,0.000299538,1
0.00550919,0.0165276,-0.00449307,-0.00688937,1
0.0642739,0.0165276,-0.01947,-0.00808752,1
0.00550919,-0.0844743,-0.00928568,0.0164746,1
-0.0514191,0.0165276,0.00509214,-0.0023963,1
0.0348915,0.0,-0.0119815,0.000599076,1
-0.0220368,0.101002,-0.000299538,-0.0254607,1
-0.0220368,0.0330551,0.00209677,-0.0164746,1
0.00550919,0.0165276,-0.0023963,-0.0152764,1
-0.0220368,0.0,0.00449307,-0.0122811,1
0.0348915,0.0,-0.00748845,-0.0122811,1
0.0348915,-0.0661103,-0.0101843,0.00449307,1
-0.0220368,-0.0330551,0.00179723,0.00149769,1
0.0348915,0.0,-0.0101843,-0.00389399,1
0.00550919,0.0165276,-0.00509214,-0.00808752,1
0.00550919,-0.0165276,-0.00509214,-0.00119815,1
0.0348915,-0.0330551,-0.0128801,0.00449307,1
0.00550919,0.0165276,-0.00778799,-0.00539168,1
-0.0220368,0.0330551,-0.000898614,-0.0107834,1
0.0348915,0.0,-0.0128801,-0.00509214,1
-0.0220368,0.0330551,-0.000898614,-0.0137787,1
0.00550919,0.0165276,-0.00539168,-0.0122811,1
0.00550919,0.0165276,-0.00359446,-0.0137787,1
0.0642739,-0.0165276,-0.0182718,-0.00658983,1
0.00550919,0.0165276,-0.00748845,-0.0137787,1
0.0348915,0.0,-0.0143778,-0.0107834,1
0.00550919,0.0495827,-0.0086866,-0.0236635,1
0.00550919,-0.0165276,-0.00808752,-0.0107834,1
0.00550919,-0.0165276,-0.00748845,-0.00958521,1
-0.0220368,0.0330551,0.0,-0.0206681,1
0.00550919,0.0165276,-0.00389399,-0.01947,1
0.00550919,-0.0165276,-0.00329492,-0.0122811,1
-0.0220368,0.0,0.00419353,-0.0149769,1
0.0348915,-0.0330551,-0.00718891,-0.00688937,1
-0.0220368,-0.0330551,0.00539168,-0.00389399,1
0.00550919,-0.0495827,0.00149769,0.00329492,1
0.00550919,0.0165276,0.00209677,-0.00958521,1
0.0348915,0.0,-0.00479261,-0.00658983,1
0.0348915,0.0,-0.00658983,-0.00658983,1
0.0348915,-0.101002,-0.0086866,0.0191704,1
-0.0220368,0.0,0.00389399,0.00209677,1
0.00550919,0.0165276,0.0,-0.0023963,1
0.0348915,0.0330551,-0.00688937,-0.00778799,1
0.0348915,0.0,-0.0086866,-0.00209677,1
0.0936562,-0.0661103,-0.0254607,0.0146774,1
-0.0220368,0.0,-0.00299538,0.00359446,1
0.0348915,0.0,-0.0143778,0.00359446,1
0.00550919,-0.0495827,-0.0086866,0.016175,1
0.00550919,-0.0165276,-0.00808752,0.011682,1
-0.0220368,0.0,-0.000599076,0.00898614,1
0.0348915,-0.0330551,-0.0122811,0.0173732,1
0.00550919,0.117529,-0.00658983,-0.0182718,1
0.0348915,-0.0330551,-0.0119815,0.0101843,1
0.0348915,0.0330551,-0.0134792,-0.00389399,1
0.00550919,0.0165276,-0.00718891,-0.0023963,1
0.0642739,-0.117529,-0.0212672,0.0302533,1
-0.0514191,0.0495827,0.00419353,-0.0023963,1
0.00550919,0.0165276,-0.00419353,0.00179723,1
0.00550919,0.0165276,-0.00299538,0.000599076,1
0.00550919,0.0495827,-0.00209677,-0.00958521,1
0.00550919,-0.0165276,-0.000898614,0.00329492,1
0.0348915,-0.0661103,-0.00748845,0.0173732,1
0.00550919,0.0844743,-0.00119815,-0.015576,1
0.0642739,-0.0844743,-0.0152764,0.0206681,1
-0.0808015,0.101002,0.0179723,-0.0197695,1
0.0348915,0.0,-0.00299538,-0.0023963,1
-0.0220368,-0.0330551,0.00988475,0.00599076,1
-0.0220368,0.0679467,0.0131797,-0.0170737,1
0.0348915,-0.0330551,0.0023963,0.00299538,1
-0.0220368,0.0330551,0.0152764,-0.0110829,1
-0.0220368,0.0679467,0.0188709,-0.0227649,1
0.0642739,0.0165276,0.000299538,-0.015576,1
0.0348915,0.0,0.00389399,-0.0125806,1
-0.0220368,0.0679467,0.0167741,-0.0299538,1
0.0348915,-0.0330551,0.00599076,-0.0101843,1
0.0642739,-0.0495827,-0.00299538,-0.00299538,1
-0.0220368,0.0330551,0.0149769,-0.0197695,1
0.0936562,-0.101002,-0.0107834,0.011682,1
0.0348915,0.0,-0.0023963,-0.00539168,1
0.0348915,0.0,-0.00389399,-0.00539168,1
