TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
6596705, 0.0348915, 0.168949, -0.00898614, -0.0437325
6596706, -0.0220368, 0, 0.0023963, -0.0146774
6596707, 0.0642739, 0.0165276, -0.0176727, -0.0188709
6596708, 0.00550919, -0.0165276, -0.00838706, -0.0119815
6596709, 0.0348915, 0, -0.016175, -0.0146774
6596710, 0.00550919, 0.0165276, -0.011682, -0.0188709
6596711, -0.0220368, -0.0330551, -0.00509214, -0.00778799
6596712, 0.0348915, 0.0679467, -0.0176727, -0.0305529
6596713, -0.0514191, -0.0495827, 0.00119815, -0.0062903
6596714, 0.0348915, 0.0679467, -0.016175, -0.0320506
6596715, -0.0220368, 0, -0.00479261, -0.0203686
6596716, -0.0514191, 0.0495827, 0.00449307, -0.0332487
6596717, 0.00550919, -0.0495827, -0.00569122, -0.0119815
6596718, 0.00550919, 0.0165276, -0.0062903, -0.0248616
6596719, 0.0348915, 0, -0.0140783, -0.0218663
6596720, 0.00550919, -0.0165276, -0.00958521, -0.0176727
6596721, -0.0220368, 0.0679467, -0.00299538, -0.0380413
6596722, 0.00550919, 0.0165276, -0.00808752, -0.0305529
6596723, -0.0220368, 0.0330551, -0.00149769, -0.0362441
6596724, 0.0348915, 0, -0.0140783, -0.0305529
6596725, 0.0348915, -0.0330551, -0.0170737, -0.0221658
6596726, -0.0220368, 0, -0.00569122, -0.0275575
6596727, -0.0808015, 0.0330551, 0.0110829, -0.0362441
6596728, 0.0936562, 0.0330551, -0.0263593, -0.0389399
6596729, -0.0220368, 0, -0.00479261, -0.0332487
6596730, 0.00550919, -0.0165276, -0.0101843, -0.0290552
6596731, -0.0514191, 0.0495827, 0.00539168, -0.0449307
6596732, 0.00550919, 0.0495827, -0.00419353, -0.0491242
6596733, 0.00550919, -0.0495827, -0.00419353, -0.027857
6596734, 0.0348915, 0.0330551, -0.011682, -0.0446312
6596735, 0.00550919, -0.0165276, -0.00658983, -0.0347464
6596736, -0.0220368, -0.0330551, 0.000299538, -0.0293547
6596737, -0.0220368, 0.0330551, 0.00269584, -0.0431335
6596738, -0.0220368, 0.0679467, 0.00509214, -0.055115
6596739, 0.0348915, 0, -0.00718891, -0.043433
6596740, 0.0348915, 0, -0.00958521, -0.043433
6596741, 0.0348915, -0.0330551, -0.0119815, -0.0350459
6596742, 0.0348915, -0.0661103, -0.0146774, -0.0236635
6596743, -0.0514191, 0.0495827, 0.00479261, -0.0476265
6596744, 0.00550919, 0.0165276, -0.00479261, -0.043433
6596745, 0.00550919, 0.0165276, -0.00479261, -0.0449307
6596746, 0.00550919, -0.0165276, -0.00479261, -0.0377418
6596747, 0.0348915, -0.0330551, -0.0122811, -0.0323501
6596748, 0.00550919, -0.0165276, -0.00718891, -0.0335482
6596749, 0.0348915, 0, -0.0146774, -0.0362441
6596750, -0.0220368, 0.0330551, -0.00299538, -0.0446312
6596751, -0.0220368, 0.0330551, -0.000599076, -0.0476265
6596752, 0.00550919, -0.0165276, -0.00509214, -0.0377418
6596753, 0.0348915, -0.0330551, -0.0125806, -0.0323501
6596754, 0.00550919, 0.0165276, -0.00748845, -0.0419353
6596755, -0.0220368, 0.0330551, -0.000599076, -0.0476265
6596756, 0.0348915, -0.0661103, -0.0128801, -0.0251612
6596757, -0.0220368, 0.0330551, -0.000898614, -0.0446312
6596758, 0.0642739, 0.0165276, -0.0203686, -0.043433
6596759, 0.00550919, -0.0165276, -0.0101843, -0.0362441
6596760, 0.00550919, -0.0495827, -0.0101843, -0.0263593
6596761, -0.0514191, 0.0495827, 0.00599076, -0.0476265
6596762, 0.0348915, 0, -0.0104838, -0.0389399
6596763, 0.00550919, -0.0495827, -0.00479261, -0.0263593
6596764, 0.00550919, 0.0165276, -0.00419353, -0.0392395
6596765, -0.0220368, 0.0330551, 0.00329492, -0.0446312
6596766, 0.0642739, -0.117529, -0.0158755, -0.00928568
6596767, 0.0348915, 0, -0.0125806, -0.0290552
6596768, -0.0220368, 0.0330551, 0, -0.0374422
6596769, 0.00550919, 0.0165276, -0.00389399, -0.0362441
6596770, 0.0348915, 0, -0.0107834, -0.0332487
6596771, 0.00550919, -0.0495827, -0.00509214, -0.0206681
6596772, 0.0642739, -0.0165276, -0.0197695, -0.0248616
6596773, -0.0514191, 0.0495827, 0.00539168, -0.0404376
6596774, 0.00550919, -0.0165276, -0.00359446, -0.027857
6596775, 0.00550919, 0.0495827, -0.00299538, -0.043433
6596776, -0.0220368, 0, 0.00449307, -0.0347464
6596777, 0.0348915, 0.0330551, -0.00688937, -0.0431335
6596778, -0.0220368, -0.0330551, 0.00569122, -0.0293547
6596779, 0.00550919, 0.0495827, 0.00179723, -0.0476265
6596780, 0.0642739, -0.0844743, -0.0128801, -0.0173732
6596781, 0.0348915, -0.0330551, -0.00958521, -0.0236635
6596782, 0.00550919, 0.0844743, -0.00389399, -0.0509214
6596783, 0.00550919, -0.0495827, -0.00329492, -0.023364
6596784, 0.0642739, 0.0495827, -0.0176727, -0.0449307
6596785, 0.00550919, -0.0165276, -0.00688937, -0.0320506
6596786, 0.0348915, -0.0330551, -0.0137787, -0.0263593
6596787, 0.00550919, 0.0495827, -0.00808752, -0.0449307
6596788, 0.0348915, -0.0661103, -0.0152764, -0.01947
6596789, 0.00550919, 0.0165276, -0.00928568, -0.0347464
6596790, -0.0220368, 0.0330551, -0.00209677, -0.0404376
6596791, 0.00550919, -0.0165276, -0.00449307, -0.0305529
6596792, 0.00550919, -0.0165276, -0.00329492, -0.0290552
6596793, 0.00550919, 0.0165276, -0.0023963, -0.0362441
6596794, 0.0642739, -0.0495827, -0.0164746, -0.0206681
6596795, -0.0220368, 0.0330551, 0.00179723, -0.0374422
6596796, 0.0348915, -0.0330551, -0.00928568, -0.0236635
6596797, 0.0642739, -0.117529, -0.0182718, 0.000599076
6596798, 0.00550919, 0.0844743, -0.00688937, -0.0410367
6596799, 0.00550919, 0.0165276, -0.00599076, -0.0305529
6596800, -0.0220368, 0.0330551, 0.00209677, -0.0362441
6596801, 0.00550919, 0.0165276, -0.00119815, -0.0347464
6596802, 0.00550919, -0.0165276, -0.000299538, -0.027857
6596803, -0.0220368, 0.0679467, 0.00778799, -0.0479261
6596804, 0.0348915, 0, -0.00329492, -0.0362441
6596805, 0.0348915, -0.0661103, -0.00479261, -0.01947
6596806, -0.0514191, 0.0495827, 0.0158755, -0.043433
6596807, 0.0936562, 0, -0.0149769, -0.0347464
6596808, 0.0348915, -0.0661103, -0.00658983, -0.0182718
6596809, -0.0220368, 0.0330551, 0.00658983, -0.0377418
6596810, 0.123039, -0.0844743, -0.0269584, -0.0104838
6596811, -0.0808015, 0.0679467, 0.016175, -0.0422348
6596812, 0.00550919, 0.0844743, 0.00269584, -0.0524191
6596813, 0.0348915, -0.0330551, -0.00389399, -0.0296543
6596814, -0.0220368, 0, 0.00898614, -0.0350459
6596815, 0.0642739, 0.0165276, -0.00958521, -0.039539
6596816, 0.00550919, -0.0495827, 0.00179723, -0.023963
6596817, 0.0348915, 0.0679467, -0.00479261, -0.0497233
6596818, 0.00550919, 0.0165276, 0.00149769, -0.0425344
6596819, 0.0348915, 0.0330551, -0.00509214, -0.0479261
6596820, 0.00550919, 0.0165276, 0.00119815, -0.0467279
6596821, 0.0642739, -0.0495827, -0.0107834, -0.0311519
6596822, 0.0348915, 0, -0.00688937, -0.039539
6596823, 0.00550919, 0.0495827, 0, -0.0524191
6596824, -0.0220368, -0.0330551, 0.00898614, -0.0353455
6596825, 0.0348915, 0.0679467, -0.00179723, -0.0584099
6596826, 0.00550919, 0.0165276, 0.00509214, -0.0509214
6596827, 0.0348915, 0, -0.000898614, -0.0479261
6596828, 0.00550919, 0.0165276, 0.00599076, -0.0524191
6596829, 0.0936562, 0, -0.0146774, -0.0494238
6596830, 0.00550919, -0.0495827, 0.00179723, -0.0368432
6596831, 0.00550919, 0.0495827, 0.00359446, -0.0581104
6596832, 0.0642739, -0.0844743, -0.00958521, -0.027857
6596833, 0.00550919, 0.0165276, 0.00209677, -0.0467279
6596834, -0.0220368, 0.0679467, 0.0107834, -0.0611057
6596835, 0.0348915, -0.0661103, 0.000299538, -0.0326496
6596836, 0.0348915, -0.0661103, -0.000599076, -0.0269584
6596837, 0.0642739, -0.0844743, -0.0086866, -0.0164746
6596838, 0.123039, -0.117529, -0.0269584, -0.00119815
6596839, -0.110184, 0.117529, 0.0242626, -0.0509214
6596840, 0.0348915, 0, -0.00119815, -0.0308524
6596841, 0.00550919, -0.0165276, 0.00539168, -0.0269584
6596842, 0.0348915, -0.0330551, -0.000299538, -0.0212672
6596843, 0.0348915, 0, -0.00119815, -0.0266589
6596844, 0.00550919, 0.0165276, 0.00569122, -0.0311519
6596845, 0.0642739, -0.0495827, -0.00748845, -0.015576
6596846, 0.0348915, -0.0330551, -0.00359446, -0.015576
6596847, -0.0220368, 0, 0.0104838, -0.0209677
6596848, 0.0642739, -0.0495827, -0.00748845, -0.00838706
6596849, -0.0220368, 0.0679467, 0.0110829, -0.0344469
6596850, 0.00550919, 0.0495827, 0.00808752, -0.035645
6596851, 0.0642739, -0.0844743, -0.00359446, -0.00539168
6596852, 0.0642739, 0.0165276, -0.00658983, -0.023963
6596853, 0.00550919, 0.0165276, 0.00569122, -0.0254607
6596854, 0.0936562, -0.0330551, -0.0146774, -0.0143778
