TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
5820666, 0.00550919, 0.185476, -0.00179723, -0.0476265
5820667, 0.0348915, 0, -0.00958521, -0.0158755
5820668, 0.0348915, -0.0330551, -0.0125806, -0.00778799
5820669, -0.0220368, 0, -0.00119815, -0.0131797
5820670, -0.0220368, 0.0679467, 0.000898614, -0.0305529
5820671, 0.0348915, -0.0661103, -0.011682, -0.00209677
5820672, -0.0220368, 0.0679467, -0.000299538, -0.0308524
5820673, -0.0220368, 0, 0.00149769, -0.0191704
5820674, 0.00550919, 0.0165276, -0.00359446, -0.023364
5820675, -0.0220368, 0.101002, 0.00299538, -0.0464284
5820676, -0.0220368, 0.0679467, 0.00479261, -0.0464284
5820677, 0.00550919, -0.0495827, -0.000299538, -0.0221658
5820678, -0.0514191, 0.117529, 0.0137787, -0.0608062
5820679, 0.0642739, -0.0844743, -0.0113824, -0.0191704
5820680, 0.00550919, -0.0495827, -0.00209677, -0.0209677
5820681, 0.0348915, 0.0330551, -0.00988475, -0.0377418
5820682, 0.00550919, -0.0165276, -0.00539168, -0.027857
5820683, 0.00550919, -0.0165276, -0.00599076, -0.0266589
5820684, -0.0220368, 0.0330551, 0.000898614, -0.0377418
5820685, 0.0642739, -0.0495827, -0.01947, -0.01947
5820686, -0.0514191, 0.0495827, 0.00479261, -0.0407372
5820687, 0.0642739, -0.0844743, -0.0203686, -0.0104838
5820688, 0.00550919, 0.0495827, -0.0110829, -0.0377418
5820689, 0.00550919, -0.0165276, -0.0113824, -0.0248616
5820690, 0.00550919, -0.0165276, -0.0119815, -0.0236635
5820691, 0.00550919, 0.0165276, -0.0125806, -0.0305529
5820692, -0.0220368, 0.0330551, -0.00569122, -0.0362441
5820693, 0.0936562, -0.101002, -0.0320506, -0.00479261
5820694, -0.0220368, 0.0330551, -0.0101843, -0.0302533
5820695, 0.00550919, 0.0844743, -0.0146774, -0.0464284
5820696, 0.0348915, -0.0661103, -0.0221658, -0.0152764
5820697, -0.0220368, -0.0330551, -0.0101843, -0.0179723
5820698, -0.0220368, 0.0330551, -0.00778799, -0.0320506
5820699, 0.00550919, 0.0495827, -0.0122811, -0.0392395
5820700, -0.0220368, 0, -0.00539168, -0.0305529
5820701, 0.0348915, -0.0330551, -0.0176727, -0.0221658
5820702, -0.0220368, 0.101002, -0.00569122, -0.0536173
5820703, -0.0220368, -0.0330551, -0.00329492, -0.0281566
5820704, 0.0642739, -0.0165276, -0.0230644, -0.0293547
5820705, -0.0220368, 0.101002, -0.00599076, -0.0581104
5820706, -0.0514191, -0.0165276, 0.00389399, -0.0365436
5820707, 0.0936562, -0.0661103, -0.0284561, -0.0224653
5820708, -0.0220368, 0.0330551, -0.0062903, -0.0422348
5820709, 0.00550919, -0.0495827, -0.0107834, -0.023963
5820710, 0.00550919, 0.0165276, -0.0107834, -0.0365436
5820711, 0.0348915, 0, -0.0182718, -0.0335482
5820712, -0.0220368, -0.0330551, -0.00658983, -0.0254607
5820713, 0.00550919, -0.0495827, -0.0110829, -0.0182718
5820714, 0.00550919, 0.0165276, -0.0110829, -0.0308524
5820715, 0.00550919, -0.0495827, -0.0110829, -0.0152764
5820716, -0.0220368, 0, -0.00419353, -0.0236635
5820717, 0.0642739, 0.0165276, -0.0236635, -0.0281566
5820718, -0.0220368, -0.0330551, -0.00688937, -0.0170737
5820719, 0.00550919, 0.0165276, -0.0113824, -0.0266589
5820720, 0.00550919, -0.0165276, -0.0113824, -0.0197695
5820721, -0.0220368, 0.0330551, -0.00449307, -0.0308524
5820722, -0.0220368, 0, -0.00209677, -0.0251612
5820723, 0.0936562, -0.101002, -0.027258, 0.000599076
5820724, -0.0514191, 0.117529, 0.00269584, -0.0467279
5820725, -0.0514191, -0.0165276, 0.00838706, -0.0224653
5820726, 0.00550919, -0.0165276, -0.000599076, -0.0209677
5820727, 0.00550919, 0.0165276, 0, -0.0281566
5820728, 0.00550919, 0.0165276, 0.000599076, -0.0296543
5820729, 0.0642739, -0.0495827, -0.0140783, -0.0140783
5820730, -0.0220368, 0.0330551, 0.00359446, -0.0308524
5820731, 0.0348915, 0.0330551, -0.00778799, -0.0335482
5820732, 0.00550919, -0.0165276, -0.00209677, -0.023963
5820733, 0.00550919, 0.0165276, -0.00149769, -0.0308524
5820734, 0.00550919, 0.0165276, -0.000898614, -0.0323501
5820735, 0.00550919, 0.0165276, -0.000299538, -0.0338478
5820736, -0.0220368, 0.0330551, 0.00718891, -0.0392395
5820737, 0.0936562, -0.134057, -0.0191704, 0.000599076
5820738, -0.0220368, 0.0679467, 0.00329492, -0.039539
5820739, 0.0642739, -0.0495827, -0.015576, -0.0152764
5820740, 0.0348915, 0, -0.0125806, -0.0236635
5820741, -0.0514191, 0.117529, 0.00778799, -0.0539168
5820742, 0.00550919, -0.0495827, -0.00119815, -0.0212672
5820743, 0.0348915, 0, -0.00838706, -0.0296543
5820744, 0.00550919, -0.0165276, -0.00269584, -0.0254607
5820745, 0.0348915, -0.0330551, -0.00958521, -0.020069
5820746, 0.00550919, 0.0495827, -0.00389399, -0.0383409
5820747, -0.0220368, 0.0330551, 0.00359446, -0.0380413
5820748, 0.00550919, -0.0495827, -0.000299538, -0.0197695
5820749, 0.00550919, -0.0495827, 0.000299538, -0.015576
5820750, 0.0348915, 0, -0.00658983, -0.023963
5820751, 0.0642739, 0.0165276, -0.0158755, -0.0284561
5820752, -0.0220368, 0, 0.00149769, -0.0254607
5820753, 0.0348915, -0.0661103, -0.00838706, -0.0086866
5820754, -0.0220368, 0.0330551, 0.00449307, -0.0281566
5820755, 0.0642739, -0.0495827, -0.0140783, -0.00988475
5820756, -0.0220368, 0.0330551, 0.00419353, -0.0266589
5820757, 0.00550919, 0.0165276, 0.000599076, -0.0254607
5820758, -0.0220368, 0.0330551, 0.0086866, -0.0311519
5820759, 0.0348915, 0.0330551, -0.0023963, -0.0338478
5820760, 0.0348915, -0.0661103, -0.00389399, -0.0113824
5820761, 0.0348915, -0.101002, -0.00509214, 0.00329492
5820762, 0.00550919, 0.0165276, 0.000898614, -0.0182718
5820763, 0.0348915, 0, -0.00539168, -0.0152764
5820764, 0.0936562, 0, -0.0218663, -0.0152764
5820765, -0.0220368, 0.101002, 0.00119815, -0.0413362
5820766, -0.0220368, -0.0330551, 0.00449307, -0.015576
5820767, 0.0642739, -0.0844743, -0.0140783, 0.000599076
5820768, 0.0348915, 0.0679467, -0.0104838, -0.0314515
5820769, -0.0220368, 0.0330551, 0.00269584, -0.0281566
5820770, 0.00550919, -0.0495827, -0.000599076, -0.00988475
5820771, -0.0220368, 0.0330551, 0.00718891, -0.0266589
5820772, 0.00550919, 0.0165276, 0.00389399, -0.0254607
5820773, 0.123039, -0.0495827, -0.0251612, -0.00988475
5820774, -0.0220368, 0, 0.00269584, -0.0182718
5820775, 0.0348915, -0.0330551, -0.00808752, -0.0101843
5820776, 0.00550919, 0.0165276, -0.00209677, -0.0197695
5820777, 0.0348915, 0.0679467, -0.00838706, -0.0344469
5820778, 0.00550919, -0.0165276, -0.0023963, -0.0185714
5820779, 0.00550919, 0.0165276, -0.00119815, -0.0257603
5820780, 0.00550919, -0.0165276, 0, -0.0185714
5820781, -0.0514191, -0.0165276, 0.015576, -0.0170737
5820782, 0.00550919, 0.0844743, 0.00688937, -0.0416358
5820783, 0.0642739, -0.117529, -0.00509214, 0.00269584
5820784, 0.0642739, 0.0165276, -0.00838706, -0.0215667
5820785, -0.0220368, 0.0330551, 0.0104838, -0.0269584
5820786, 0.0348915, -0.0661103, -0.000299538, -0.00449307
5820787, 0.0348915, 0, -0.000898614, -0.015576
5820788, -0.0220368, 0.0679467, 0.0128801, -0.0329492
5820789, 0.0936562, -0.101002, -0.0125806, 0.00419353
5820790, -0.0220368, 0.0679467, 0.0110829, -0.0302533
5820791, 0.00550919, 0.0495827, 0.00808752, -0.0314515
5820792, 0.0348915, 0.0330551, 0.0023963, -0.0314515
5820793, 0.00550919, 0.0165276, 0.00898614, -0.0299538
5820794, 0.00550919, 0.0165276, 0.0107834, -0.0314515
5820795, 0.0348915, -0.101002, 0.00479261, -0.00269584
5820796, 0.0642739, 0.0165276, -0.00299538, -0.0242626
5820797, 0.00550919, -0.0165276, 0.00838706, -0.0170737
5820798, 0.0348915, 0, 0.00269584, -0.0197695
5820799, -0.0220368, 0.0330551, 0.0164746, -0.0284561
5820800, 0.0348915, 0, 0.00599076, -0.0227649
5820801, 0.0348915, 0, 0.00509214, -0.0227649
5820802, 0.0348915, 0, 0.00419353, -0.0227649
5820803, 0.0642739, -0.0165276, -0.00389399, -0.0185714
5820804, -0.0220368, 0, 0.0149769, -0.0212672
5820805, 0.0642739, -0.0495827, -0.00299538, -0.0086866
5820806, 0.0348915, 0, 0.000898614, -0.0170737
