TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
2281073, 0.0348915, 0.135893, -0.00898614, -0.0350459
2281074, -0.0514191, 0.0165276, 0.00988475, -0.016175
2281075, 0.0642739, -0.0495827, -0.0152764, -0.000599076
2281076, 0.00550919, 0.0495827, -0.00599076, -0.0218663
2281077, 0.00550919, 0.0495827, -0.0062903, -0.0260598
2281078, 0.0348915, 0, -0.0140783, -0.0173732
2281079, 0.00550919, -0.0165276, -0.00988475, -0.0131797
2281080, 0.00550919, -0.0165276, -0.0101843, -0.0119815
2281081, 0.0348915, -0.0661103, -0.0179723, 0.00209677
2281082, 0.0348915, 0.0330551, -0.0209677, -0.0173732
2281083, -0.0808015, 0, 0.00539168, -0.011682
2281084, 0.0348915, 0, -0.0170737, -0.011682
2281085, -0.0808015, 0.101002, 0.00928568, -0.0377418
2281086, 0.0348915, -0.0661103, -0.0131797, -0.00359446
2281087, 0.00550919, 0.0165276, -0.00898614, -0.0191704
2281088, -0.0220368, -0.0330551, -0.00209677, -0.00778799
2281089, 0.00550919, 0.0165276, -0.00748845, -0.0176727
2281090, -0.0220368, 0.0679467, -0.000898614, -0.0320506
2281091, 0.0348915, 0, -0.0134792, -0.0203686
2281092, 0.00550919, -0.0495827, -0.00898614, -0.00778799
2281093, -0.0220368, 0.0330551, -0.0023963, -0.0248616
2281094, -0.0220368, 0.0330551, -0.000599076, -0.0275575
2281095, -0.0220368, 0.0330551, 0.00149769, -0.0302533
2281096, 0.0348915, 0, -0.0110829, -0.0245621
2281097, -0.0220368, -0.0330551, 0.000299538, -0.0164746
2281098, 0.00550919, 0.0495827, -0.00509214, -0.0347464
2281099, -0.0220368, 0.0679467, 0.00299538, -0.043433
2281100, 0.00550919, -0.0165276, -0.00149769, -0.027857
2281101, -0.0220368, 0.0679467, 0.00539168, -0.0479261
2281102, 0.0642739, -0.0844743, -0.0143778, -0.0146774
2281103, 0.0348915, -0.0330551, -0.011682, -0.0209677
2281104, 0.00550919, 0.0165276, -0.00658983, -0.0305529
2281105, 0.0348915, 0, -0.0140783, -0.0275575
2281106, -0.0220368, 0, -0.00209677, -0.0275575
2281107, -0.0220368, -0.0330551, 0, -0.01947
2281108, 0.0642739, -0.0495827, -0.01947, -0.0122811
2281109, -0.0220368, 0, -0.0023963, -0.0206681
2281110, 0.0348915, -0.0330551, -0.0146774, -0.0122811
2281111, 0.0642739, -0.0844743, -0.0248616, 0.00389399
2281112, -0.0220368, 0.0330551, -0.00778799, -0.0191704
2281113, -0.0220368, 0.0330551, -0.00539168, -0.0218663
2281114, -0.0220368, 0.0679467, -0.00299538, -0.0338478
2281115, 0.0348915, -0.0330551, -0.0149769, -0.0137787
2281116, 0.0642739, -0.0165276, -0.0251612, -0.0149769
2281117, 0.00550919, -0.0165276, -0.0149769, -0.0137787
