TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
2979492, 0.00550919, 0.220368, -0.00179723, -0.0566127
2979493, -0.0220368, 0.0330551, 0.00479261, -0.0275575
2979494, 0.0936562, 0.0330551, -0.0227649, -0.0302533
2979495, -0.0220368, 0.0330551, -0.00119815, -0.0329492
2979496, 0.0348915, 0.0679467, -0.0137787, -0.0449307
2979497, 0.00550919, -0.0844743, -0.00958521, -0.011682
2979498, 0.00550919, 0.0165276, -0.00988475, -0.0302533
2979499, 0.0348915, 0, -0.0176727, -0.027258
2979500, 0.00550919, 0.0165276, -0.0134792, -0.031751
2979501, -0.0220368, 0.0330551, -0.00658983, -0.0371427
2979502, -0.0220368, 0, -0.00479261, -0.0314515
2979503, 0.0348915, 0, -0.0173732, -0.0314515
2979504, -0.0220368, 0.0679467, -0.00599076, -0.0491242
2979505, -0.0220368, -0.0330551, -0.00419353, -0.0290552
2979506, 0.00550919, -0.0165276, -0.00928568, -0.0305529
2979507, 0.00550919, -0.0165276, -0.00988475, -0.0290552
2979508, -0.0220368, 0, -0.00299538, -0.031751
2979509, -0.0220368, 0.101002, -0.00119815, -0.0578108
2979510, 0.0642739, -0.0165276, -0.0212672, -0.0362441
2979511, 0.00550919, -0.0495827, -0.0119815, -0.0263593
2979512, -0.0220368, 0, -0.00539168, -0.0347464
2979513, 0.00550919, -0.0495827, -0.0104838, -0.0221658
2979514, 0.0642739, -0.0495827, -0.0260598, -0.0179723
2979515, -0.0220368, 0, -0.00928568, -0.0263593
2979516, 0.00550919, 0.0165276, -0.0146774, -0.0305529
2979517, -0.0220368, 0, -0.00808752, -0.0275575
2979518, -0.0220368, 0.0679467, -0.00599076, -0.0452302
2979519, 0.0348915, -0.0330551, -0.0173732, -0.0251612
2979520, 0.00550919, 0.0165276, -0.0122811, -0.0350459
2979521, -0.0220368, 0, -0.00539168, -0.0320506
2979522, 0.0348915, 0, -0.0173732, -0.0320506
2979523, 0.00550919, 0.0165276, -0.0122811, -0.0365436
2979524, 0.0348915, -0.0330551, -0.020069, -0.0251612
2979525, -0.0220368, 0, -0.00808752, -0.0305529
2979526, -0.0514191, 0.0495827, 0.00179723, -0.043433
2979527, 0.0348915, 0, -0.0152764, -0.0347464
2979528, 0.00550919, -0.0495827, -0.0101843, -0.0221658
2979529, 0.00550919, 0.0165276, -0.0101843, -0.0350459
2979530, -0.0220368, -0.0330551, -0.00329492, -0.023963
2979531, 0.00550919, 0.0844743, -0.00778799, -0.051221
2979532, 0.00550919, 0.0165276, -0.00778799, -0.0407372
2979533, -0.0220368, 0.0330551, -0.000898614, -0.0464284
2979534, 0.00550919, 0.0165276, -0.00539168, -0.0449307
2979535, 0.00550919, -0.0844743, -0.00539168, -0.0203686
2979536, 0.00550919, 0.0165276, -0.00539168, -0.0392395
2979537, -0.0220368, -0.0330551, 0.00149769, -0.0281566
2979538, 0.0348915, -0.0661103, -0.0107834, -0.0167741
2979539, -0.0220368, 0.0330551, 0.00119815, -0.0362441
2979540, 0.00550919, 0.0165276, -0.00329492, -0.0350459
2979541, 0.0348915, 0, -0.0107834, -0.0320506
2979542, 0.00550919, -0.0495827, -0.00569122, -0.01947
2979543, 0.0348915, 0.0330551, -0.0134792, -0.0362441
2979544, 0.00550919, -0.0165276, -0.00838706, -0.0266589
2979545, 0.0348915, 0, -0.0158755, -0.0293547
2979546, 0.00550919, -0.0165276, -0.0107834, -0.0251612
2979547, -0.0220368, 0.0330551, -0.00389399, -0.0362441
2979548, -0.0220368, 0.0330551, -0.00149769, -0.0392395
2979549, 0.0642739, -0.0495827, -0.01947, -0.0209677
2979550, 0.00550919, -0.0165276, -0.0086866, -0.0251612
2979551, 0.0348915, 0, -0.015576, -0.027857
2979552, 0.00550919, 0.0165276, -0.00988475, -0.0323501
2979553, -0.0220368, -0.0330551, -0.0023963, -0.0209677
2979554, 0.0348915, 0, -0.0137787, -0.0263593
2979555, -0.0514191, 0.0495827, 0.0062903, -0.0392395
2979556, 0.00550919, -0.0165276, -0.00269584, -0.0266589
2979557, 0.0642739, -0.0165276, -0.0173732, -0.0251612
2979558, -0.0220368, 0.0330551, 0.000299538, -0.0362441
2979559, 0.0348915, -0.0661103, -0.0110829, -0.0137787
2979560, 0.0936562, -0.0661103, -0.027857, -0.00838706
2979561, 0.00550919, 0.0165276, -0.0122811, -0.0236635
2979562, -0.0220368, 0.0330551, -0.00479261, -0.0293547
2979563, -0.0808015, 0.0679467, 0.0134792, -0.0410367
2979564, 0.00550919, 0.0165276, -0.000599076, -0.0338478
2979565, 0.0936562, -0.0330551, -0.0224653, -0.0224653
2979566, 0.00550919, -0.0495827, -0.00688937, -0.0152764
2979567, 0.00550919, 0.0495827, -0.0062903, -0.0365436
2979568, 0.00550919, -0.0165276, -0.00569122, -0.023963
2979569, 0.00550919, 0.0495827, -0.00509214, -0.039539
2979570, 0.0348915, 0.0330551, -0.0119815, -0.0392395
2979571, 0.00550919, -0.0495827, -0.0062903, -0.0209677
2979572, 0.00550919, 0.0495827, -0.00569122, -0.0422348
2979573, -0.0220368, 0.0330551, 0.00179723, -0.0422348
2979574, 0.0348915, -0.0661103, -0.00958521, -0.0197695
2979575, 0.00550919, 0.0495827, -0.00389399, -0.0437325
2979576, 0.00550919, 0.0165276, -0.00329492, -0.039539
2979577, 0.00550919, 0.0165276, -0.00269584, -0.0407372
2979578, -0.0514191, 0.0844743, 0.0122811, -0.059608
2979579, 0.0642739, -0.0495827, -0.0104838, -0.0323501
2979580, 0.00550919, 0.0165276, 0.000898614, -0.0452302
2979581, 0.0642739, -0.0165276, -0.0131797, -0.0380413
2979582, 0.0642739, -0.0495827, -0.0170737, -0.0281566
2979583, -0.0220368, 0.0330551, 0.000898614, -0.0452302
2979584, -0.0220368, 0.0330551, 0.00449307, -0.0479261
2979585, 0.0642739, -0.117529, -0.0140783, -0.0125806
2979586, -0.0220368, 0, 0.00389399, -0.0323501
2979587, 0.0348915, 0.0330551, -0.00718891, -0.0407372
2979588, 0.0642739, -0.0844743, -0.016175, -0.0134792
2979589, 0.00550919, 0.0495827, -0.00479261, -0.0407372
2979590, 0.0348915, -0.0661103, -0.0113824, -0.0152764
2979591, 0.00550919, -0.0165276, -0.00509214, -0.0221658
2979592, -0.0220368, 0.0679467, 0.00269584, -0.0425344
2979593, 0.00550919, 0.0495827, -0.000599076, -0.0437325
2979594, 0.00550919, 0.0495827, 0.000599076, -0.0479261
2979595, 0.0642739, -0.0495827, -0.0134792, -0.0266589
2979596, 0.0348915, 0, -0.00988475, -0.0350459
2979597, -0.0514191, 0.0844743, 0.0107834, -0.0569122
2979598, 0.0348915, 0, -0.00539168, -0.0422348
2979599, 0.0348915, -0.0330551, -0.00688937, -0.0341473
2979600, 0.00550919, -0.0165276, -0.000599076, -0.0353455
2979601, 0.0642739, -0.0165276, -0.0146774, -0.0338478
2979602, 0.0348915, 0.0330551, -0.0110829, -0.0452302
2979603, -0.0220368, -0.0330551, 0.00209677, -0.0311519
2979604, 0.0348915, 0.0330551, -0.00898614, -0.0452302
2979605, -0.0220368, 0.0330551, 0.00419353, -0.0479261
2979606, 0.0642739, -0.0495827, -0.0143778, -0.0296543
2979607, 0.00550919, 0.0165276, -0.00329492, -0.0425344
2979608, -0.0514191, 0.117529, 0.0122811, -0.0694928
2979609, 0.0348915, -0.101002, -0.00179723, -0.0236635
2979610, 0.0642739, -0.0844743, -0.00988475, -0.0191704
2979611, -0.0220368, 0, 0.0086866, -0.0335482
2979612, -0.0220368, 0.0330551, 0.0128801, -0.0422348
2979613, 0.0348915, -0.0330551, 0.00209677, -0.0281566
2979614, 0.0642739, -0.0165276, -0.00599076, -0.0296543
2979615, 0.0348915, -0.0330551, -0.00179723, -0.023963
2979616, 0.0348915, -0.0330551, -0.00269584, -0.0212672
2979617, 0.0348915, -0.0330551, -0.00359446, -0.0182718
2979618, 0.0642739, 0.0165276, -0.011682, -0.0281566
2979619, -0.0220368, 0.0330551, 0.00718891, -0.0335482
2979620, 0.00550919, -0.0165276, 0.00419353, -0.023963
2979621, 0.0348915, 0, -0.00179723, -0.0266589
2979622, -0.0220368, 0.0330551, 0.0122811, -0.0350459
2979623, -0.0220368, 0.0330551, 0.016175, -0.0380413
2979624, 0.00550919, 0.0165276, 0.0131797, -0.0365436
2979625, 0.0348915, -0.0330551, 0.00718891, -0.0254607
2979626, 0.0642739, -0.0844743, -0.000898614, -0.00928568
2979627, 0.00550919, 0.0495827, 0.0107834, -0.0365436
2979628, 0.0936562, -0.0330551, -0.00988475, -0.01947
2979629, 0.0348915, 0.0330551, -0.000898614, -0.0335482
2979630, -0.0220368, 0.0679467, 0.0131797, -0.0452302
2979631, 0.0642739, -0.0844743, -0.00479261, -0.0119815
2979632, 0.0348915, -0.0330551, -0.000898614, -0.0182718
2979633, 0.0348915, -0.0330551, -0.00149769, -0.0152764
2979634, 0.0642739, -0.0495827, -0.00958521, -0.00808752
2979635, 0.0348915, 0, -0.00569122, -0.0164746
2979636, 0.00550919, 0.0495827, 0.00119815, -0.0293547
2979637, 0.0348915, 0, -0.00479261, -0.0206681
2979638, -0.0514191, 0.0844743, 0.0164746, -0.0425344
2979639, 0.0642739, -0.0165276, -0.00479261, -0.023963
