TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
14166054, 0.0146912, 0.156094, -0.00419353, -0.0401381
14166055, -0.0422371, 0.0202004, 0.00928568, -0.0188709
14166056, 0.0146912, -0.0808015, -0.00179723, 0.00509214
14166057, -0.0128548, 0.0367279, 0.00419353, -0.0176727
14166058, 0.0146912, -0.0128548, -0.00179723, -0.00808752
14166059, 0.0146912, -0.0128548, -0.00329492, -0.00718891
14166060, -0.0422371, 0.0532555, 0.0101843, -0.0230644
14166061, 0.0146912, 0.0202004, -0.000898614, -0.0191704
14166062, -0.0422371, 0.0532555, 0.0125806, -0.0293547
14166063, 0.0146912, 0.0202004, 0.00149769, -0.0254607
14166064, -0.0128548, -0.0293824, 0.00748845, -0.0143778
14166065, 0.0146912, -0.0128548, 0.00149769, -0.016175
14166066, 0.0146912, 0.0202004, 0, -0.023364
14166067, 0.0146912, -0.0128548, -0.00119815, -0.0167741
14166068, 0.0440735, -0.0642739, -0.00988475, -0.0023963
14166069, -0.0128548, 0.0367279, 0.000898614, -0.0227649
14166070, 0.0146912, -0.0128548, -0.00509214, -0.0131797
14166071, -0.0128548, -0.0293824, 0.000898614, -0.00808752
14166072, -0.0128548, 0.0367279, 0.00209677, -0.0221658
14166073, -0.0128548, -0.0293824, 0.00299538, -0.0086866
14166074, -0.0422371, 0.0532555, 0.011682, -0.027258
14166075, 0.0734559, -0.0808015, -0.0143778, 0.0023963
14166076, -0.0422371, 0.0532555, 0.00898614, -0.0248616
14166077, -0.0128548, 0.0367279, 0.00509214, -0.0251612
14166078, 0.0440735, -0.0293824, -0.0086866, -0.0113824
14166079, 0.0440735, -0.0293824, -0.0122811, -0.00898614
14166080, 0.0146912, -0.0459099, -0.00718891, -0.00209677
14166081, 0.0146912, 0.0202004, -0.00778799, -0.0152764
14166082, 0.0146912, -0.0128548, -0.0086866, -0.00838706
14166083, -0.0422371, -0.0128548, 0.00539168, -0.00718891
14166084, 0.0440735, 0.0018364, -0.0125806, -0.0101843
14166085, -0.0422371, 0.0532555, 0.00599076, -0.023364
14166086, 0.0146912, -0.0459099, -0.00449307, -0.0023963
14166087, -0.0128548, 0.0367279, 0.00179723, -0.01947
14166088, -0.0128548, 0.0018364, 0.00329492, -0.0140783
14166089, 0.0734559, -0.0128548, -0.0170737, -0.0101843
14166090, -0.0422371, 0.0532555, 0.00658983, -0.0260598
14166091, 0.0734559, -0.0128548, -0.0188709, -0.0137787
14166092, 0.0146912, -0.0459099, -0.00988475, -0.00419353
14166093, -0.0128548, 0.0018364, -0.00329492, -0.0125806
14166094, 0.0146912, 0.0202004, -0.00898614, -0.0173732
14166095, 0.0146912, -0.0808015, -0.00988475, 0.00658983
14166096, 0.0146912, 0.0202004, -0.0104838, -0.0122811
14166097, -0.0128548, 0.0018364, -0.00419353, -0.00928568
14166098, 0.0146912, -0.0808015, -0.00988475, 0.011682
14166099, -0.0128548, 0.0697831, -0.00329492, -0.0197695
14166100, 0.0440735, -0.0293824, -0.016175, -0.000599076
14166101, -0.0128548, 0.0018364, -0.00509214, -0.00599076
14166102, -0.0422371, -0.0128548, 0.00389399, -0.0023963
14166103, 0.0440735, 0.0018364, -0.0140783, -0.00509214
14166104, -0.0128548, 0.0018364, -0.00269584, -0.00539168
14166105, 0.0146912, -0.0128548, -0.00838706, -0.00149769
14166106, 0.0146912, -0.0128548, -0.00928568, -0.000299538
14166107, -0.0716195, 0.0697831, 0.0119815, -0.0203686
14166108, -0.0422371, -0.0128548, 0.0113824, -0.00539168
14166109, 0.0440735, 0.0018364, -0.00658983, -0.00808752
14166110, 0.0440735, -0.097329, -0.00808752, 0.0173732
14166111, 0.0146912, 0.0202004, -0.00329492, -0.00449307
14166112, 0.0146912, -0.0459099, -0.00359446, 0.0107834
14166113, -0.0128548, 0.0367279, 0.00329492, -0.0062903
14166114, 0.0146912, 0.0532555, -0.00149769, -0.0140783
