TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
9802916, 0.0146912, 0.222204, -0.00419353, -0.0572117
9802917, 0.0440735, -0.0642739, -0.0128801, -0.00269584
9802918, 0.0146912, -0.0459099, -0.00898614, -0.00179723
9802919, 0.0146912, 0.0202004, -0.0104838, -0.0149769
9802920, 0.0146912, -0.0459099, -0.011682, 0.000299538
9802921, -0.0128548, 0.0367279, -0.00569122, -0.0167741
9802922, -0.0422371, 0.0202004, 0.00299538, -0.0158755
9802923, 0.0440735, -0.097329, -0.0158755, 0.0122811
9802924, -0.0128548, 0.0367279, -0.00479261, -0.0134792
9802925, -0.0422371, 0.0532555, 0.00389399, -0.0209677
9802926, 0.0146912, -0.0128548, -0.00718891, -0.00838706
9802927, 0.0146912, 0.0202004, -0.00838706, -0.0158755
9802928, 0.0440735, -0.0293824, -0.0173732, -0.00509214
9802929, -0.0422371, 0.0532555, 0.00119815, -0.0236635
9802930, -0.0422371, 0.0532555, 0.00479261, -0.0281566
9802931, 0.0440735, -0.0293824, -0.0137787, -0.011682
9802932, 0.0146912, -0.0808015, -0.0101843, 0.00389399
9802933, 0.0146912, 0.0202004, -0.0113824, -0.0149769
9802934, -0.0422371, 0.0202004, 0.00209677, -0.0164746
9802935, -0.0128548, 0.0367279, -0.00179723, -0.0224653
9802936, -0.0422371, -0.0128548, 0.00688937, -0.0128801
9802937, 0.0440735, -0.0642739, -0.0119815, 0.00119815
9802938, -0.0422371, 0.0202004, 0.00658983, -0.0149769
9802939, 0.0440735, -0.0642739, -0.0119815, 0.00509214
9802940, 0.0440735, -0.0642739, -0.0158755, 0.0104838
9802941, -0.0128548, 0.0367279, -0.00479261, -0.00958521
9802942, -0.0716195, 0.0018364, 0.0125806, -0.00419353
9802943, 0.0440735, 0.0018364, -0.0101843, -0.00449307
9802944, 0.0146912, 0.0202004, -0.0062903, -0.00898614
9802945, -0.0128548, -0.0642739, 0.000299538, 0.0107834
9802946, -0.0422371, 0.121202, 0.00928568, -0.0308524
9802947, 0.0146912, -0.0808015, -0.00119815, 0.0101843
9802948, 0.0146912, -0.0128548, -0.00209677, -0.000299538
9802949, -0.0128548, 0.0697831, 0.00419353, -0.0203686
9802950, -0.0128548, 0.0367279, 0.00569122, -0.0176727
9802951, -0.0128548, -0.0293824, 0.00748845, -0.00419353
9802952, -0.0128548, -0.0293824, 0.00898614, -0.00149769
9802953, 0.0146912, -0.0459099, 0.00329492, 0.00539168
9802954, 0.0440735, -0.0293824, -0.00479261, 0.00479261
9802955, 0.0440735, -0.0293824, -0.00808752, 0.00718891
9802956, 0.0146912, 0.0202004, -0.00389399, -0.00269584
9802957, -0.0422371, 0.0532555, 0.00988475, -0.0131797
9802958, 0.0146912, -0.0459099, -0.000599076, 0.00808752
9802959, 0.0734559, -0.0459099, -0.0164746, 0.0119815
9802960, -0.0128548, 0.0367279, 0, -0.00539168
9802961, 0.0146912, 0.0202004, -0.00569122, -0.00449307
9802962, 0.0734559, -0.0459099, -0.0212672, 0.0107834
9802963, -0.0422371, 0.0202004, 0.0023963, -0.00209677
9802964, 0.0146912, -0.0128548, -0.00808752, 0.00449307
9802965, 0.0146912, -0.0128548, -0.00898614, 0.00569122
9802966, 0.0146912, -0.0128548, -0.00988475, 0.00688937
9802967, 0.0440735, -0.0293824, -0.0179723, 0.0119815
9802968, -0.0422371, 0.0881471, 0.000898614, -0.015576
9802969, 0.0440735, -0.0642739, -0.0170737, 0.0158755
9802970, -0.0128548, 0.0367279, -0.00599076, -0.00419353
9802971, 0.0146912, 0.0202004, -0.0113824, -0.00329492
9802972, 0.0440735, -0.0642739, -0.0176727, 0.0164746
9802973, -0.0422371, -0.0128548, 0.00149769, 0.00898614
9802974, -0.0128548, 0.0697831, -0.00119815, -0.0110829
9802975, 0.0440735, -0.0293824, -0.0134792, 0.00838706
9802976, -0.0128548, 0.0018364, -0.00179723, 0.00269584
9802977, 0.0146912, 0.0202004, -0.00658983, -0.00209677
9802978, 0.0440735, -0.0293824, -0.0140783, 0.00898614
9802979, 0.0146912, 0.0202004, -0.00958521, -0.00119815
9802980, -0.0422371, -0.0459099, 0.00509214, 0.0140783
9802981, 0.0146912, 0.0532555, -0.00509214, -0.00748845
9802982, -0.0422371, 0.0532555, 0.00958521, -0.0119815
9802983, 0.0440735, -0.0642739, -0.00778799, 0.0134792
9802984, -0.0128548, 0.0018364, 0.00419353, 0.00179723
9802985, -0.0128548, 0.0697831, 0.0062903, -0.0152764
9802986, 0.0146912, -0.0459099, 0.00119815, 0.00838706
9802987, 0.0440735, -0.0642739, -0.0062903, 0.0167741
9802988, -0.0128548, 0.0018364, 0.00569122, 0.00509214
9802989, 0.0734559, -0.0459099, -0.0143778, 0.0173732
9802990, -0.0128548, 0.0367279, 0.00269584, 0.000299538
9802991, -0.0128548, 0.0018364, 0.00479261, 0.00569122
9802992, -0.0128548, 0.0018364, 0.00688937, 0.00569122
9802993, -0.0422371, 0.0532555, 0.0167741, -0.00748845
9802994, 0.0146912, 0.0202004, 0.00688937, -0.00359446
9802995, -0.0128548, 0.0018364, 0.0137787, -0.000599076
9802996, -0.0128548, -0.0293824, 0.0158755, 0.00718891
9802997, 0.0146912, 0.0202004, 0.0110829, -0.00299538
9802998, -0.0128548, -0.0293824, 0.0179723, 0.00778799
9802999, 0.0734559, -0.0459099, -0.00179723, 0.0149769
