I_Q,I_D,V_Q,V_D,is_startup
-0.0128548,0.00734559,-0.00748845,0.00149769,1
0.0734559,-0.0752923,-0.0284561,0.0218663,1
-0.0422371,0.0238732,-0.00509214,0.00329492,1
0.0734559,-0.0752923,-0.0311519,0.0263593,1
0.0146912,-0.00918198,-0.0224653,0.016175,1
-0.0422371,0.0238732,-0.00898614,0.00838706,1
0.0440735,-0.0587647,-0.027857,0.027258,1
-0.0128548,0.00734559,-0.0167741,0.0152764,1
-0.0128548,0.00734559,-0.015576,0.0146774,1
0.0440735,-0.0257096,-0.0293547,0.0227649,1
-0.0128548,0.00734559,-0.0182718,0.0164746,1
0.0146912,-0.00918198,-0.0245621,0.020069,1
0.0734559,-0.110184,-0.0404376,0.0464284,1
-0.0422371,0.0918199,-0.0170737,0.00419353,1
0.0146912,-0.00918198,-0.0284561,0.0224653,1
0.0146912,-0.00918198,-0.0296543,0.023364,1
-0.0422371,0.0238732,-0.016175,0.015576,1
0.0146912,-0.0422371,-0.0257603,0.0305529,1
0.0146912,0.0238732,-0.0266589,0.0170737,1
-0.0422371,0.0238732,-0.0125806,0.0149769,1
0.0146912,-0.0422371,-0.023364,0.0299538,1
0.0146912,0.0238732,-0.0242626,0.0164746,1
-0.0128548,0.00734559,-0.0176727,0.0185714,1
-0.0128548,0.00734559,-0.016175,0.0179723,1
0.0440735,0.00734559,-0.0290552,0.0173732,1
0.0146912,-0.00918198,-0.0251612,0.0212672,1
-0.0422371,0.0238732,-0.0110829,0.0134792,1
0.0440735,-0.0936562,-0.0290552,0.0416358,1
0.0146912,-0.00918198,-0.0251612,0.027857,1
-0.0128548,-0.0257096,-0.0188709,0.0329492,1
-0.0422371,0.124875,-0.00958521,-0.00329492,1
0.0146912,-0.110184,-0.0203686,0.0458293,1
-0.0422371,0.0238732,-0.0062903,0.0212672,1
0.0440735,-0.0257096,-0.0242626,0.031751,1
0.0440735,-0.0257096,-0.0275575,0.0338478,1
-0.0128548,0.0404007,-0.0164746,0.01947,1
0.0146912,0.0238732,-0.0218663,0.020069,1
-0.0128548,0.0752923,-0.015576,0.00509214,1
-0.0128548,-0.0257096,-0.0140783,0.0242626,1
