TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
4081491, 0.0146912, 0.156094, -0.00419353, -0.0401381
4081492, -0.0128548, 0.0367279, 0.00179723, -0.0227649
4081493, 0.0734559, -0.0808015, -0.0191704, 0.00389399
4081494, -0.0422371, 0.121202, 0.00419353, -0.0407372
4081495, -0.0422371, -0.0459099, 0.00778799, -0.00838706
4081496, -0.0128548, 0.0367279, 0.00389399, -0.0254607
4081497, -0.0128548, 0.0367279, 0.00479261, -0.0287556
4081498, -0.0422371, -0.0128548, 0.0134792, -0.0191704
4081499, -0.0128548, 0.0367279, 0.00958521, -0.0305529
4081500, -0.0128548, 0.0367279, 0.0107834, -0.0338478
4081501, -0.0128548, 0.0367279, 0.011682, -0.0368432
4081502, 0.0146912, -0.0128548, 0.00569122, -0.0275575
4081503, 0.0146912, -0.0459099, 0.00449307, -0.0179723
4081504, 0.0440735, -0.0293824, -0.00419353, -0.0182718
4081505, 0.0146912, -0.0459099, -0.000599076, -0.0113824
4081506, -0.0422371, 0.0881471, 0.0128801, -0.0419353
4081507, 0.0440735, -0.0642739, -0.00569122, -0.0104838
4081508, -0.0128548, 0.0697831, 0.00509214, -0.0392395
4081509, 0.0146912, -0.0808015, -0.000898614, -0.00688937
4081510, 0.0146912, -0.0128548, -0.00209677, -0.0170737
4081511, 0.0146912, 0.0202004, -0.00329492, -0.0245621
4081512, 0.0146912, -0.0459099, -0.00449307, -0.00928568
4081513, 0.0440735, 0.0018364, -0.0134792, -0.0176727
4081514, -0.0716195, 0.0697831, 0.0125806, -0.0350459
4081515, 0.0440735, -0.0293824, -0.0110829, -0.0158755
4081516, 0.0146912, 0.0202004, -0.00718891, -0.0260598
4081517, -0.0422371, 0.0532555, 0.00748845, -0.0362441
4081518, 0.0440735, 0.0018364, -0.0104838, -0.0275575
4081519, -0.0128548, 0.0697831, 0.000898614, -0.0449307
4081520, 0.0440735, -0.097329, -0.0119815, -0.00808752
4081521, 0.0146912, 0.0202004, -0.00808752, -0.0299538
4081522, -0.0128548, 0.0367279, -0.00179723, -0.0359446
4081523, 0.0440735, -0.165276, -0.0146774, 0.0122811
4081524, 0.0146912, 0.0202004, -0.0104838, -0.0206681
4081525, -0.0422371, -0.0128548, 0.00329492, -0.0140783
4081526, 0.0440735, 0.0018364, -0.0146774, -0.0167741
