TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
1742602, -0.0422371, 0.121202, 0.0107834, -0.0311519
1742603, 0.0440735, -0.0642739, -0.00808752, 0.00569122
1742604, -0.0422371, 0.0532555, 0.0104838, -0.0188709
1742605, 0.0146912, 0.0202004, -0.000599076, -0.0149769
1742606, -0.0716195, 0.0367279, 0.020069, -0.0206681
1742607, 0.0146912, 0.0202004, 0.00419353, -0.0197695
1742608, -0.0128548, -0.0293824, 0.0101843, -0.0086866
1742609, 0.0440735, 0.0018364, -0.00359446, -0.0143778
1742610, 0.0146912, 0.0202004, 0.000299538, -0.0191704
1742611, -0.0422371, -0.0128548, 0.0137787, -0.0122811
1742612, -0.0422371, -0.0128548, 0.0173732, -0.0110829
1742613, 0.0146912, 0.0202004, 0.0062903, -0.0185714
1742614, 0.0146912, -0.0128548, 0.00509214, -0.011682
1742615, -0.0128548, 0.0367279, 0.0107834, -0.023364
1742616, 0.0146912, -0.0128548, 0.00479261, -0.0137787
1742617, -0.0128548, 0.0018364, 0.0107834, -0.0167741
1742618, -0.0128548, -0.0293824, 0.011682, -0.0086866
1742619, 0.0440735, -0.097329, -0.00179723, 0.0110829
1742620, -0.0716195, 0.104675, 0.023963, -0.0320506
1742621, 0.0440735, -0.0642739, 0.000599076, 0.00209677
1742622, -0.0128548, 0.0018364, 0.0113824, -0.00958521
1742623, -0.0128548, 0.0367279, 0.0125806, -0.0182718
1742624, -0.0128548, -0.0293824, 0.0137787, -0.00479261
1742625, 0.0146912, 0.0202004, 0.00748845, -0.0149769
1742626, 0.0146912, -0.0459099, 0.0062903, 0.000299538
1742627, -0.0422371, -0.0128548, 0.0197695, -0.00419353
1742628, 0.0146912, -0.0128548, 0.0101843, -0.00299538
1742629, 0.0146912, 0.0202004, 0.00928568, -0.0104838
1742630, -0.0128548, -0.0293824, 0.015576, 0.000299538
1742631, 0.0734559, -0.0128548, -0.00479261, -0.00119815
1742632, -0.0128548, -0.0293824, 0.0113824, 0.00389399
1742633, 0.0440735, 0.0018364, -0.00149769, -0.00149769
1742634, -0.0422371, 0.0532555, 0.0173732, -0.0146774
1742635, 0.0146912, -0.0128548, 0.00658983, -0.0023963
1742636, 0.0146912, -0.0128548, 0.00599076, -0.00119815
1742637, -0.0128548, 0.0367279, 0.0122811, -0.0125806
1742638, 0.0440735, -0.0642739, -0.000599076, 0.00988475
1742639, -0.0128548, 0.0018364, 0.0104838, -0.00179723
1742640, 0.0146912, -0.0128548, 0.00479261, 0.00209677
1742641, -0.0128548, 0.0367279, 0.0113824, -0.00928568
1742642, 0.0440735, -0.0293824, -0.00149769, 0.00419353
1742643, 0.0440735, -0.0642739, -0.00479261, 0.015576
1742644, -0.0422371, 0.0202004, 0.0137787, -0.000599076
1742645, 0.0146912, 0.0202004, 0.00329492, -0.00209677
1742646, -0.0128548, 0.0018364, 0.00958521, 0.000599076
1742647, -0.0128548, 0.0367279, 0.0110829, -0.00808752
1742648, -0.0128548, -0.0293824, 0.0125806, 0.00539168
1742649, 0.0440735, -0.132221, -0.000299538, 0.0344469
1742650, -0.0422371, 0.0532555, 0.0185714, -0.00179723
1742651, 0.0440735, 0.0367279, 0.000599076, -0.00209677
1742652, -0.0128548, 0.0367279, 0.011682, -0.00509214
1742653, 0.0146912, 0.0202004, 0.0062903, -0.00419353
1742654, 0.0440735, -0.097329, -0.00179723, 0.0242626
1742655, -0.0128548, 0.0018364, 0.00928568, 0.00688937
1742656, -0.0422371, 0.0881471, 0.0182718, -0.0152764
1742657, 0.0440735, -0.0293824, 0.000599076, 0.00718891
1742658, 0.0440735, -0.0642739, -0.000898614, 0.0188709
1742659, -0.0128548, 0.0367279, 0.0107834, -0.00149769
1742660, 0.0440735, -0.0642739, -0.00149769, 0.0209677
1742661, 0.0440735, -0.0293824, -0.00419353, 0.0176727
1742662, 0.0146912, -0.0128548, 0.000599076, 0.0158755
1742663, -0.0128548, 0.0367279, 0.00748845, 0.00449307
1742664, -0.0422371, 0.121202, 0.0173732, -0.020069
1742665, 0.0734559, -0.0459099, -0.00778799, 0.0122811
1742666, 0.0146912, -0.0459099, 0.00209677, 0.016175
1742667, 0.0440735, -0.0642739, -0.00539168, 0.0245621
1742668, 0.0146912, -0.0459099, -0.000599076, 0.0254607
1742669, 0.0440735, 0.0018364, -0.00808752, 0.0167741
1742670, -0.0128548, 0.0367279, 0.00359446, 0.00808752
1742671, -0.0128548, 0.0367279, 0.00569122, 0.00509214
1742672, -0.0422371, 0.0532555, 0.015576, -0.00269584
1742673, 0.0146912, 0.0202004, 0.00539168, 0.00149769
1742674, 0.0146912, 0.0202004, 0.00539168, -0.000299538
1742675, -0.0422371, 0.0202004, 0.020069, -0.00209677
1742676, 0.0146912, -0.0128548, 0.00988475, 0.00479261
1742677, -0.0128548, 0.0018364, 0.0167741, 0.00179723
1742678, -0.0128548, 0.0367279, 0.0191704, -0.00688937
1742679, 0.0146912, -0.0459099, 0.0140783, 0.0110829
1742680, 0.0146912, 0.0532555, 0.0140783, -0.0104838
1742681, 0.0440735, 0.0018364, 0.00658983, -0.00209677
1742682, -0.0128548, 0.0018364, 0.0182718, -0.00209677
1742683, 0.0440735, 0.0367279, 0.00599076, -0.0110829
1742684, 0.0440735, 0.0018364, 0.00329492, -0.00539168
1742685, 0.0146912, -0.0128548, 0.00808752, -0.00179723
1742686, -0.0716195, 0.0367279, 0.0302533, -0.0131797
1742687, 0.0146912, -0.0459099, 0.0149769, 0.00479261
1742688, 0.0734559, -0.0808015, 0.00149769, 0.0173732
1742689, -0.0128548, 0.0367279, 0.0185714, -0.00539168
1742690, 0.0734559, -0.0128548, -0.000599076, 0.00389399
1742691, -0.0128548, 0.0367279, 0.0167741, -0.00748845
1742692, 0.0146912, -0.0128548, 0.0125806, 0.00209677
1742693, 0.0146912, 0.0202004, 0.0128801, -0.00539168
1742694, -0.0422371, 0.0202004, 0.0275575, -0.00718891
1742695, 0.0146912, -0.0128548, 0.0182718, -0.000299538
1742696, -0.0128548, 0.0367279, 0.0254607, -0.0119815
1742697, 0.0146912, -0.0128548, 0.0212672, -0.0023963
1742698, 0.0734559, -0.0808015, 0.0062903, 0.0158755
1742699, 0.0146912, -0.0128548, 0.0167741, 0.00569122
1742700, -0.0128548, 0.0367279, 0.023963, -0.00599076
1742701, 0.0734559, -0.0128548, 0.00479261, 0.00359446
1742702, 0.0146912, 0.0202004, 0.0152764, -0.00389399
1742703, 0.0440735, 0.0018364, 0.00778799, -0.00119815
1742704, -0.0128548, -0.0293824, 0.020069, 0.00688937
1742705, -0.0422371, 0.0532555, 0.0302533, -0.011682
1742706, 0.0146912, 0.0202004, 0.0209677, -0.00778799
1742707, 0.0734559, -0.0459099, 0.0062903, 0.00748845
1742708, -0.0128548, 0.0018364, 0.0236635, -0.00119815
1742709, 0.0734559, -0.0459099, 0.00419353, 0.0113824
1742710, 0.0146912, 0.0202004, 0.0146774, -0.00179723
