TIMESTAMPS, I_Q_MEAS, I_D_MEAS, V_Q, V_D
3328765, 0.0146912, 0.0532555, -0.00419353, -0.0140783
3328766, -0.0128548, 0.0018364, 0.00179723, -0.00539168
3328767, -0.0128548, 0.0018364, 0.00299538, -0.00569122
3328768, 0.0146912, 0.0202004, -0.00329492, -0.0101843
3328769, 0.0146912, -0.0128548, -0.00449307, -0.00359446
3328770, -0.0422371, 0.0202004, 0.00898614, -0.0110829
3328771, -0.0128548, 0.0367279, 0.00509214, -0.0167741
3328772, -0.0422371, 0.0881471, 0.0137787, -0.0332487
3328773, -0.0128548, -0.0642739, 0.00988475, -0.00179723
3328774, -0.0128548, 0.0367279, 0.0107834, -0.0218663
3328775, -0.0128548, 0.0367279, 0.0119815, -0.0251612
3328776, 0.0440735, -0.0293824, -0.00179723, -0.0113824
3328777, -0.0422371, 0.0202004, 0.0167741, -0.0215667
3328778, -0.0128548, 0.0367279, 0.0128801, -0.027258
3328779, 0.0146912, -0.0459099, 0.00688937, -0.00928568
3328780, 0.0146912, 0.0202004, 0.00569122, -0.0224653
3328781, -0.0128548, 0.0367279, 0.0113824, -0.0284561
3328782, -0.0128548, 0.0018364, 0.0125806, -0.0227649
3328783, 0.0146912, -0.0128548, 0.00658983, -0.0188709
3328784, 0.0146912, -0.0459099, 0.00539168, -0.00928568
3328785, 0.0146912, -0.0459099, 0.00389399, -0.00539168
3328786, -0.0422371, 0.0881471, 0.0173732, -0.0359446
3328787, -0.0128548, 0.0018364, 0.0134792, -0.0215667
3328788, 0.0146912, 0.0202004, 0.00748845, -0.0263593
3328789, -0.0422371, 0.0532555, 0.0209677, -0.0365436
3328790, 0.0440735, -0.0642739, 0.00209677, -0.0110829
3328791, 0.0146912, 0.0202004, 0.00599076, -0.0269584
3328792, 0.0146912, -0.0808015, 0.0062903, -0.00299538
3328793, 0.0440735, -0.0293824, -0.00179723, -0.00928568
3328794, -0.0128548, 0.0367279, 0.00928568, -0.023364
3328795, 0.0440735, -0.0293824, -0.00359446, -0.00988475
3328796, -0.0128548, 0.0018364, 0.00748845, -0.015576
3328797, -0.0422371, 0.0532555, 0.0167741, -0.0287556
3328798, 0.0146912, -0.0128548, 0.00599076, -0.016175
3328799, 0.0146912, 0.0202004, 0.00539168, -0.0236635
3328800, 0.0146912, 0.0202004, 0.00449307, -0.0254607
3328801, -0.0128548, -0.0293824, 0.0107834, -0.0143778
3328802, -0.0128548, 0.0367279, 0.0122811, -0.0287556
3328803, -0.0128548, 0.0367279, 0.0140783, -0.031751
3328804, 0.0734559, -0.0808015, -0.00658983, -0.00509214
3328805, 0.0146912, -0.0459099, 0.00269584, -0.00688937
3328806, 0.0146912, 0.0202004, 0.00179723, -0.020069
3328807, -0.0128548, 0.0697831, 0.00808752, -0.0344469
3328808, -0.0422371, 0.0532555, 0.0173732, -0.0362441
3328809, 0.0146912, -0.0459099, 0.00658983, -0.0152764
