I_Q,I_D,V_Q,V_D,is_startup
0.0440735,-0.0257096,-0.0245621,0.0224653,1
0.0440735,-0.0257096,-0.0284561,0.0245621,1
0.0146912,-0.00918198,-0.0245621,0.0227649,1
-0.0128548,0.0404007,-0.0185714,0.0110829,1
0.0146912,-0.00918198,-0.0248616,0.020069,1
0.0146912,0.0569283,-0.0260598,0.00389399,1
-0.0128548,0.0404007,-0.020069,0.00329492,1
0.0440735,-0.0257096,-0.0338478,0.0167741,1
-0.0128548,-0.0257096,-0.0227649,0.0188709,1
-0.0128548,-0.0257096,-0.0215667,0.0209677,1
0.0146912,-0.00918198,-0.0275575,0.0191704,1
-0.0128548,0.00734559,-0.0218663,0.015576,1
-0.0128548,0.00734559,-0.0206681,0.0149769,1
-0.0128548,0.00734559,-0.0197695,0.0143778,1
-0.0422371,0.0238732,-0.0110829,0.00958521,1
-0.0128548,0.00734559,-0.0149769,0.011682,1
0.0146912,-0.00918198,-0.0209677,0.0152764,1
0.0440735,-0.0936562,-0.0281566,0.0377418,1
-0.0128548,0.0404007,-0.0170737,0.011682,1
-0.0128548,0.0404007,-0.015576,0.00808752,1
-0.0128548,-0.0257096,-0.0137787,0.0212672,1
-0.0422371,0.0238732,-0.00479261,0.0110829,1
-0.0128548,0.0404007,-0.00838706,0.00479261,1
0.0146912,0.0238732,-0.0137787,0.00539168,1
-0.0128548,0.00734559,-0.00748845,0.00748845,1
0.0440735,0.0404007,-0.0203686,-0.00119815,1
0.0146912,-0.00918198,-0.0164746,0.00778799,1
0.0146912,0.0569283,-0.0170737,-0.00838706,1
0.0146912,-0.0752923,-0.0179723,0.0206681,1
0.0440735,-0.0587647,-0.0260598,0.0227649,1
-0.0128548,-0.0257096,-0.0146774,0.01947,1
-0.0128548,0.00734559,-0.0131797,0.0131797,1
0.0146912,0.0238732,-0.0188709,0.00838706,1
-0.0128548,-0.0257096,-0.0125806,0.0188709,1
-0.0128548,0.0404007,-0.0107834,0.00449307,1
0.0440735,-0.0257096,-0.0236635,0.0176727,1
-0.0422371,0.0238732,-0.00509214,0.00718891,1
0.0440735,-0.0587647,-0.0230644,0.0263593,1
-0.0128548,0.00734559,-0.0119815,0.0143778,1
0.0146912,-0.00918198,-0.0173732,0.0179723,1
-0.0128548,0.00734559,-0.0110829,0.0143778,1
0.0146912,0.0238732,-0.0167741,0.00958521,1
