I_Q,I_D,V_Q,V_D,is_startup
0.0146912,-0.00918198,-0.00748845,-0.0242626,1
-0.0128548,-0.0257096,-0.00179723,-0.01947,1
-0.0128548,-0.0257096,-0.000599076,-0.0170737,1
0.102838,-0.0587647,-0.0290552,-0.00658983,1
0.0440735,-0.0587647,-0.0230644,-0.00149769,1
-0.0128548,0.00734559,-0.0119815,-0.0134792,1
-0.0128548,0.00734559,-0.0107834,-0.0140783,1
0.0146912,0.0238732,-0.0167741,-0.0188709,1
0.0146912,-0.00918198,-0.0182718,-0.0122811,1
-0.0128548,0.00734559,-0.0122811,-0.016175,1
-0.0128548,0.00734559,-0.0110829,-0.0167741,1
0.0440735,-0.0587647,-0.0248616,-0.000299538,1
-0.0422371,0.0918199,-0.0062903,-0.0338478,1
-0.0128548,0.00734559,-0.0101843,-0.020069,1
-0.0422371,-0.0422371,-0.00149769,-0.00778799,1
-0.0128548,0.00734559,-0.00569122,-0.0170737,1
0.0146912,0.0918199,-0.0101843,-0.0392395,1
0.0146912,-0.0422371,-0.0110829,-0.0125806,1
0.0146912,-0.0422371,-0.011682,-0.00898614,1
-0.0128548,0.00734559,-0.00539168,-0.0182718,1
-0.0128548,-0.0257096,-0.00389399,-0.0104838,1
0.0146912,-0.00918198,-0.00958521,-0.0122811,1
0.0146912,-0.00918198,-0.0101843,-0.011682,1
-0.0422371,-0.00918198,0.00359446,-0.0107834,1
0.0146912,-0.00918198,-0.00688937,-0.0101843,1
0.0146912,-0.0422371,-0.00778799,-0.000898614,1
-0.0716195,0.108347,0.0134792,-0.035645,1
0.0146912,-0.0422371,-0.00179723,-0.0062903,1
-0.0128548,-0.0257096,0.00449307,-0.00718891,1
-0.0128548,0.00734559,0.00599076,-0.0134792,1
0.0440735,-0.0257096,-0.00688937,-0.00569122,1
0.0146912,-0.0422371,-0.00299538,0.000898614,1
-0.0128548,0.0752923,0.00359446,-0.0254607,1
0.0440735,-0.0587647,-0.00928568,0.00209677,1
-0.0422371,0.0918199,0.00928568,-0.0314515,1
-0.0422371,0.0238732,0.0134792,-0.0215667,1
0.0440735,-0.0257096,-0.00449307,-0.0110829,1
-0.0128548,0.00734559,0.00658983,-0.0173732,1
